DATE,DGS1,DGS2,DGS5,DGS10
3/7/16,0.67,0.91,1.42,4.15
3/8/16,0.68,0.88,1.34,4.15
3/9/16,0.68,0.9,1.39,4.15
3/10/16,0.69,0.93,1.45,4.15
3/11/16,0.7,0.97,1.49,4.15
3/14/16,0.7,0.97,1.49,4.15
3/15/16,0.71,0.98,1.5,4.15
3/16/16,0.66,0.87,1.41,4.15
3/17/16,0.64,0.87,1.39,.
3/18/16,0.62,0.84,1.34,4.16
3/21/16,0.63,0.87,1.38,4.15
3/22/16,0.64,0.91,1.42,4.15
3/23/16,0.64,0.87,1.37,4.18
3/24/16,0.63,0.89,1.39,4.19
3/25/16,.,.,.,4.19
3/28/16,0.65,0.89,1.37,4.19
3/29/16,0.63,0.78,1.29,4.19
3/30/16,0.61,0.76,1.26,4.19
3/31/16,0.59,0.73,1.21,4.2
4/1/16,0.62,0.76,1.24,4.21
4/4/16,0.59,0.75,1.22,4.2
4/5/16,0.56,0.72,1.17,4.21
4/6/16,0.55,0.73,1.2,4.2
4/7/16,0.52,0.7,1.14,4.2
4/8/16,0.54,0.7,1.16,4.2
4/11/16,0.53,0.7,1.16,4.2
4/12/16,0.54,0.74,1.22,4.2
4/13/16,0.55,0.75,1.22,4.19
4/14/16,0.55,0.77,1.26,4.19
4/15/16,0.53,0.74,1.22,4.19
4/18/16,0.52,0.75,1.24,4.19
4/19/16,0.53,0.77,1.26,4.19
4/20/16,0.54,0.8,1.32,4.18
4/21/16,0.56,0.82,1.35,4.19
4/22/16,0.56,0.84,1.37,4.19
4/25/16,0.57,0.85,1.38,4.2
4/26/16,0.61,0.86,1.4,4.2
4/27/16,0.58,0.83,1.33,4.19
4/28/16,0.56,0.78,1.28,4.19
4/29/16,0.56,0.77,1.28,4.19
5/2/16,0.55,0.8,1.32,4.19
5/3/16,0.53,0.75,1.25,4.19
5/4/16,0.52,0.75,1.23,4.19
5/5/16,0.51,0.72,1.2,4.19
5/6/16,0.51,0.74,1.23,4.19
5/9/16,0.51,0.72,1.2,4.2
5/10/16,0.52,0.72,1.2,4.2
5/11/16,0.53,0.74,1.2,4.2
5/12/16,0.54,0.76,1.24,4.21
5/13/16,0.55,0.76,1.22,4.21
5/16/16,0.57,0.79,1.26,4.21
5/17/16,0.58,0.82,1.29,4.22
5/18/16,0.63,0.9,1.41,4.22
5/19/16,0.64,0.89,1.38,4.22
5/20/16,0.67,0.89,1.38,.
5/23/16,0.69,0.91,1.38,4.22
5/24/16,0.69,0.92,1.41,4.22
5/25/16,0.67,0.92,1.4,4.22
5/26/16,0.65,0.87,1.35,4.22
5/27/16,0.68,0.9,1.39,4.22
5/30/16,.,.,.,4.22
5/31/16,0.68,0.87,1.37,4.21
6/1/16,0.7,0.91,1.39,4.2
6/2/16,0.68,0.89,1.36,4.2
6/3/16,0.6,0.78,1.23,4.19
6/6/16,0.6,0.8,1.25,4.19
6/7/16,0.59,0.78,1.23,4.19
6/8/16,0.6,0.78,1.23,4.19
6/9/16,0.59,0.77,1.22,4.19
6/10/16,0.57,0.73,1.17,4.17
6/13/16,0.55,0.73,1.14,4.18
6/14/16,0.55,0.74,1.15,4.18
6/15/16,0.52,0.69,1.1,4.18
6/16/16,0.53,0.7,1.1,4.18
6/17/16,0.51,0.7,1.13,4.2
6/20/16,0.56,0.74,1.17,4.19
6/21/16,0.57,0.76,1.22,4.19
6/22/16,0.56,0.75,1.2,4.19
6/23/16,0.58,0.78,1.25,4.19
6/24/16,0.48,0.64,1.08,.
6/27/16,0.45,0.61,1,4.19
6/28/16,0.45,0.61,1,4.19
6/29/16,0.46,0.62,1.03,4.2
6/30/16,0.45,0.58,1.01,4.21
7/1/16,0.45,0.59,1,4.21
7/4/16,.,.,.,4.2
7/5/16,0.44,0.56,0.94,4.19
7/6/16,0.46,0.58,0.95,4.19
7/7/16,0.47,0.58,0.97,4.19
7/8/16,0.48,0.61,0.95,4.19
7/11/16,0.5,0.66,1.03,4.18
7/12/16,0.52,0.69,1.1,4.17
7/13/16,0.51,0.68,1.07,4.16
7/14/16,0.53,0.68,1.1,4.16
7/15/16,0.52,0.71,1.15,4.15
7/18/16,0.52,0.68,1.14,.
7/19/16,0.56,0.7,1.12,4.15
7/20/16,0.56,0.73,1.15,4.15
7/21/16,0.54,0.7,1.11,4.15
7/22/16,0.55,0.71,1.13,4.15
7/25/16,0.55,0.72,1.15,4.14
7/26/16,0.55,0.75,1.15,.
7/27/16,0.53,0.73,1.1,4.12
7/28/16,0.53,0.72,1.09,4.13
7/29/16,0.5,0.67,1.03,4.13
8/1/16,0.5,0.67,1.06,4.14
8/2/16,0.5,0.67,1.07,4.14
8/3/16,0.53,0.67,1.07,4.13
8/4/16,0.51,0.64,1.03,4.13
8/5/16,0.56,0.72,1.13,4.18
8/8/16,0.57,0.74,1.15,4.18
8/9/16,0.55,0.71,1.11,4.19
8/10/16,0.55,0.69,1.07,.
8/11/16,0.55,0.76,1.16,4.19
8/12/16,0.56,0.71,1.1,4.2
8/15/16,0.56,0.72,1.14,4.2
8/16/16,0.57,0.76,1.16,4.19
8/17/16,0.58,0.74,1.15,4.18
8/18/16,0.58,0.71,1.12,4.18
8/19/16,0.59,0.76,1.17,4.17
8/22/16,0.58,0.76,1.15,4.16
8/23/16,0.58,0.74,1.15,4.16
8/24/16,0.59,0.76,1.13,4.15
8/25/16,0.6,0.78,1.16,4.15
8/26/16,0.62,0.84,1.23,4.16
8/29/16,0.62,0.81,1.18,4.17
8/30/16,0.61,0.8,1.18,4.18
8/31/16,0.61,0.8,1.19,4.18
9/1/16,0.6,0.78,1.18,4.19
9/2/16,0.59,0.8,1.2,4.18
9/5/16,.,.,.,4.18
9/6/16,0.56,0.74,1.13,4.19
9/7/16,0.57,0.74,1.12,4.19
9/8/16,0.57,0.78,1.19,.
9/9/16,0.58,0.79,1.23,4.19
9/12/16,0.57,0.79,1.21,4.19
9/13/16,0.63,0.8,1.26,4.2
9/14/16,0.62,0.77,1.21,4.21
9/15/16,0.6,0.74,1.2,.
9/16/16,0.61,0.77,1.21,4.2
9/19/16,0.6,0.79,1.22,4.2
9/20/16,0.61,0.79,1.2,4.2
9/21/16,0.61,0.79,1.2,4.2
9/22/16,0.6,0.79,1.18,4.2
9/23/16,0.6,0.77,1.16,4.2
9/26/16,0.58,0.76,1.13,4.19
9/27/16,0.58,0.75,1.12,4.19
9/28/16,0.6,0.75,1.13,4.19
9/29/16,0.59,0.73,1.12,4.19
9/30/16,0.59,0.77,1.14,4.19
10/3/16,0.63,0.8,1.18,4.18
10/4/16,0.64,0.82,1.22,4.18
10/5/16,0.65,0.85,1.26,4.17
10/6/16,0.65,0.86,1.28,4.17
10/7/16,0.66,0.83,1.26,4.18
10/10/16,.,.,.,4.19
10/11/16,0.69,0.87,1.3,4.19
10/12/16,0.68,0.87,1.31,4.19
10/13/16,0.66,0.85,1.27,4.19
10/14/16,0.66,0.84,1.28,4.2
10/17/16,0.65,0.81,1.26,4.2
10/18/16,0.66,0.82,1.24,4.2
10/19/16,0.65,0.81,1.24,4.21
10/20/16,0.66,0.84,1.26,4.22
10/21/16,0.66,0.84,1.25,4.21
10/24/16,0.66,0.84,1.27,4.21
10/25/16,0.66,0.86,1.29,4.21
10/26/16,0.67,0.86,1.3,4.21
10/27/16,0.68,0.87,1.33,.
10/28/16,0.66,0.86,1.33,4.22
10/31/16,0.66,0.86,1.31,4.21
11/1/16,0.65,0.83,1.3,4.21
11/2/16,0.64,0.81,1.26,4.21
11/3/16,0.64,0.81,1.26,4.22
11/4/16,0.62,0.8,1.24,.
11/7/16,0.63,0.82,1.29,4.21
11/8/16,0.71,0.87,1.34,4.22
11/9/16,0.72,0.9,1.49,4.21
11/10/16,0.72,0.92,1.56,4.22
11/11/16,.,.,.,4.22
11/14/16,0.77,1,1.66,4.24
11/15/16,0.78,1.02,1.68,4.23
11/16/16,0.76,1,1.68,4.22
11/17/16,0.77,1.04,1.73,4.23
11/18/16,0.77,1.07,1.8,4.23
11/21/16,0.78,1.08,1.79,4.23
11/22/16,0.78,1.07,1.77,4.23
11/23/16,0.8,1.12,1.83,4.22
11/24/16,.,.,.,4.22
11/25/16,0.81,1.12,1.83,4.21
11/28/16,0.79,1.11,1.8,4.21
11/29/16,0.78,1.09,1.78,4.2
11/30/16,0.8,1.11,1.83,4.2
12/1/16,0.82,1.14,1.9,4.2
12/2/16,0.8,1.11,1.84,4.19
12/5/16,0.82,1.13,1.84,4.19
12/6/16,0.83,1.12,1.84,4.18
12/7/16,0.85,1.1,1.8,4.19
12/8/16,0.84,1.12,1.83,4.2
12/9/16,0.85,1.15,1.89,4.2
12/12/16,0.85,1.15,1.9,4.2
12/13/16,0.88,1.17,1.92,4.2
12/14/16,0.92,1.27,2.02,4.2
12/15/16,0.91,1.29,2.1,4.2
12/16/16,0.91,1.28,2.07,4.2
12/19/16,0.9,1.24,2.03,4.2
12/20/16,0.9,1.25,2.06,4.2
12/21/16,0.88,1.21,2.04,4.19
12/22/16,0.87,1.22,2.04,4.2
12/23/16,0.87,1.22,2.04,4.2
12/26/16,.,.,.,4.2
12/27/16,0.89,1.28,2.07,4.19
12/28/16,0.9,1.26,2.02,4.2
12/29/16,0.85,1.22,1.96,.
12/30/16,0.85,1.2,1.93,4.21
1/2/17,.,.,.,4.21
1/3/17,0.89,1.22,1.94,4.21
1/4/17,0.87,1.24,1.94,4.21
1/5/17,0.83,1.17,1.86,4.21
1/6/17,0.85,1.22,1.92,4.21
1/9/17,0.82,1.21,1.89,4.21
1/10/17,0.82,1.19,1.89,4.21
1/11/17,0.82,1.2,1.89,4.21
1/12/17,0.81,1.18,1.87,4.21
1/13/17,0.82,1.21,1.9,4.21
1/16/17,.,.,.,4.2
1/17/17,0.8,1.17,1.84,4.2
1/18/17,0.82,1.23,1.93,4.2
1/19/17,0.83,1.25,1.97,4.2
1/20/17,0.82,1.2,1.95,4.2
1/23/17,0.79,1.16,1.88,4.2
1/24/17,0.81,1.21,1.94,4.2
1/25/17,0.82,1.23,1.99,4.21
1/26/17,0.82,1.21,1.95,4.21
1/27/17,0.82,1.22,1.94,4.21
1/30/17,0.81,1.22,1.94,4.22
1/31/17,0.84,1.19,1.9,4.22
2/1/17,0.83,1.22,1.93,4.22
2/2/17,0.84,1.21,1.92,4.22
2/3/17,0.82,1.21,1.93,4.22
2/6/17,0.79,1.16,1.86,4.22
2/7/17,0.8,1.16,1.85,4.22
2/8/17,0.79,1.15,1.81,4.22
2/9/17,0.8,1.2,1.88,4.23
2/10/17,0.81,1.2,1.89,.
2/13/17,0.82,1.2,1.92,4.23
2/14/17,0.84,1.25,1.98,4.23
2/15/17,0.86,1.27,2.01,4.23
2/16/17,0.82,1.22,1.95,4.23
2/17/17,0.82,1.21,1.92,4.23
2/20/17,.,.,.,4.23
2/21/17,0.83,1.22,1.93,4.23
2/22/17,0.82,1.22,1.92,4.23
2/23/17,0.81,1.18,1.87,4.23
2/24/17,0.8,1.12,1.8,4.21
2/27/17,0.81,1.2,1.87,4.21
2/28/17,0.88,1.22,1.89,4.21
3/1/17,0.92,1.29,1.99,4.21
3/2/17,0.98,1.32,2.03,4.21
3/3/17,0.98,1.32,2.02,4.2
3/6/17,0.97,1.31,2.02,4.2
3/7/17,1.02,1.32,2.05,4.2
3/8/17,1.03,1.36,2.08,4.19
3/9/17,1.04,1.37,2.13,4.19
3/10/17,1.03,1.36,2.11,4.19
3/13/17,1.06,1.4,2.14,4.2
3/14/17,1.06,1.4,2.13,4.2
3/15/17,1.02,1.33,2.02,4.2
3/16/17,1.01,1.35,2.05,4.21
3/17/17,1,1.33,2.03,.
3/20/17,1.01,1.3,2,4.21
3/21/17,1,1.27,1.96,4.21
3/22/17,0.99,1.27,1.95,4.2
3/23/17,0.99,1.26,1.95,4.21
3/24/17,1,1.26,1.93,4.21
3/27/17,1,1.27,1.93,4.21
3/28/17,1.03,1.3,1.97,4.21
3/29/17,1.04,1.26,1.93,4.2
3/30/17,1.03,1.28,1.96,4.2
3/31/17,1.03,1.27,1.93,4.2
4/3/17,1.02,1.24,1.88,4.2
4/4/17,1.03,1.25,1.88,4.2
4/5/17,1.03,1.24,1.85,4.2
4/6/17,1.05,1.24,1.87,4.2
4/7/17,1.08,1.29,1.92,4.2
4/10/17,1.07,1.29,1.91,4.2
4/11/17,1.05,1.24,1.84,4.2
4/12/17,1.04,1.24,1.81,4.21
4/13/17,1.03,1.21,1.77,4.22
4/14/17,.,.,.,4.22
4/17/17,1.04,1.21,1.79,4.22
4/18/17,1.02,1.18,1.71,4.23
4/19/17,1.02,1.19,1.74,4.23
4/20/17,1.01,1.21,1.78,4.24
4/21/17,0.99,1.2,1.77,4.24
4/24/17,1.03,1.25,1.81,4.24
4/25/17,1.09,1.29,1.87,4.25
4/26/17,1.07,1.28,1.84,4.25
4/27/17,1.06,1.25,1.81,4.25
4/28/17,1.07,1.28,1.81,4.26
5/1/17,1.09,1.28,1.84,4.27
5/2/17,1.08,1.27,1.81,4.26
5/3/17,1.1,1.3,1.86,4.26
5/4/17,1.11,1.32,1.88,4.26
5/5/17,1.1,1.32,1.89,4.26
5/8/17,1.12,1.33,1.91,4.27
5/9/17,1.14,1.37,1.94,4.26
5/10/17,1.13,1.35,1.94,4.27
5/11/17,1.13,1.35,1.93,4.27
5/12/17,1.11,1.29,1.85,4.27
5/15/17,1.11,1.31,1.86,4.27
5/16/17,1.11,1.29,1.86,4.28
5/17/17,1.08,1.26,1.76,4.28
5/18/17,1.09,1.27,1.78,4.27
5/19/17,1.1,1.28,1.79,.
5/22/17,1.12,1.29,1.8,4.27
5/23/17,1.14,1.31,1.84,4.27
5/24/17,1.18,1.29,1.79,4.27
5/25/17,1.16,1.3,1.78,4.28
5/26/17,1.17,1.3,1.79,4.28
5/29/17,.,.,.,4.28
5/30/17,1.16,1.28,1.76,4.28
5/31/17,1.17,1.28,1.75,4.27
6/1/17,1.16,1.28,1.76,4.27
6/2/17,1.16,1.28,1.71,4.27
6/5/17,1.16,1.32,1.74,4.28
6/6/17,1.16,1.3,1.71,4.29
6/7/17,1.17,1.32,1.74,4.3
6/8/17,1.19,1.33,1.75,4.31
6/9/17,1.2,1.35,1.77,4.31
6/12/17,1.19,1.35,1.78,4.33
6/13/17,1.22,1.38,1.79,4.36
6/14/17,1.2,1.35,1.74,4.35
6/15/17,1.21,1.35,1.76,4.36
6/16/17,1.21,1.32,1.75,4.35
6/19/17,1.22,1.36,1.8,4.33
6/20/17,1.22,1.36,1.77,4.32
6/21/17,1.22,1.36,1.78,4.31
6/22/17,1.22,1.34,1.76,4.32
6/23/17,1.21,1.34,1.77,4.31
6/26/17,1.2,1.36,1.77,.
6/27/17,1.22,1.38,1.83,4.3
6/28/17,1.21,1.34,1.81,4.31
6/29/17,1.23,1.38,1.85,4.34
6/30/17,1.24,1.38,1.89,4.34
7/3/17,1.24,1.41,1.93,4.35
7/4/17,.,.,.,4.36
7/5/17,1.24,1.41,1.92,4.37
7/6/17,1.23,1.4,1.94,4.36
7/7/17,1.22,1.4,1.95,4.38
7/10/17,1.23,1.4,1.93,4.38
7/11/17,1.2,1.37,1.92,4.39
7/12/17,1.21,1.35,1.88,4.4
7/13/17,1.23,1.37,1.89,4.41
7/14/17,1.22,1.35,1.87,4.43
7/17/17,1.22,1.36,1.86,.
7/18/17,1.19,1.36,1.82,4.43
7/19/17,1.23,1.37,1.83,4.43
7/20/17,1.22,1.37,1.82,4.43
7/21/17,1.22,1.36,1.81,4.45
7/24/17,1.23,1.37,1.83,4.47
7/25/17,1.24,1.4,1.9,4.46
7/26/17,1.23,1.36,1.83,.
7/27/17,1.22,1.36,1.84,4.44
7/28/17,1.22,1.34,1.83,4.45
7/31/17,1.23,1.34,1.84,4.44
8/1/17,1.22,1.34,1.8,4.45
8/2/17,1.24,1.36,1.82,4.45
8/3/17,1.22,1.34,1.79,4.46
8/4/17,1.23,1.36,1.82,4.45
8/7/17,1.22,1.36,1.81,4.45
8/8/17,1.24,1.36,1.84,4.45
8/9/17,1.21,1.33,1.81,.
8/10/17,1.22,1.33,1.78,4.45
8/11/17,1.21,1.3,1.74,4.46
8/14/17,1.23,1.33,1.77,4.48
8/15/17,1.23,1.35,1.83,4.52
8/16/17,1.24,1.33,1.79,4.52
8/17/17,1.24,1.32,1.76,4.52
8/18/17,1.24,1.33,1.77,4.61
8/21/17,1.23,1.32,1.76,4.59
8/22/17,1.24,1.33,1.8,4.6
8/23/17,1.22,1.32,1.76,4.6
8/24/17,1.23,1.33,1.78,4.6
8/25/17,1.23,1.35,1.77,4.65
8/28/17,1.24,1.33,1.74,4.67
8/29/17,1.23,1.33,1.7,4.67
8/30/17,1.23,1.33,1.72,4.66
8/31/17,1.23,1.33,1.7,4.65
9/1/17,1.24,1.35,1.73,4.61
9/4/17,.,.,.,4.64
9/5/17,1.23,1.3,1.65,4.65
9/6/17,1.24,1.3,1.69,4.65
9/7/17,1.21,1.27,1.63,.
9/8/17,1.22,1.27,1.64,4.62
9/11/17,1.24,1.32,1.71,4.61
9/12/17,1.27,1.33,1.75,4.62
9/13/17,1.27,1.35,1.78,4.63
9/14/17,1.28,1.37,1.79,4.65
9/15/17,1.3,1.39,1.81,4.63
9/18/17,1.3,1.4,1.83,4.65
9/19/17,1.31,1.4,1.84,4.63
9/20/17,1.32,1.45,1.89,4.6
9/21/17,1.31,1.45,1.89,4.6
9/22/17,1.3,1.46,1.88,4.61
9/25/17,1.3,1.44,1.85,4.6
9/26/17,1.31,1.45,1.87,4.56
9/27/17,1.33,1.47,1.91,4.58
9/28/17,1.31,1.45,1.89,4.59
9/29/17,1.31,1.47,1.92,4.61
10/2/17,1.31,1.49,1.94,4.61
10/3/17,1.32,1.47,1.92,4.61
10/4/17,1.33,1.47,1.92,4.6
10/5/17,1.35,1.49,1.94,4.59
10/6/17,1.35,1.54,1.97,4.6
10/9/17,.,.,.,4.61
10/10/17,1.42,1.51,1.95,4.61
10/11/17,1.4,1.51,1.95,4.63
10/12/17,1.41,1.51,1.95,4.65
10/13/17,1.39,1.51,1.91,4.69
10/16/17,1.42,1.54,1.95,4.69
10/17/17,1.41,1.54,1.97,4.7
10/18/17,1.42,1.59,1.99,4.7
10/19/17,1.41,1.58,1.98,4.71
10/20/17,1.43,1.6,2.03,4.73
10/23/17,1.42,1.58,2.01,4.72
10/24/17,1.43,1.6,2.05,4.74
10/25/17,1.43,1.61,2.06,4.78
10/26/17,1.43,1.63,2.07,4.86
10/27/17,1.42,1.59,2.03,4.87
10/30/17,1.42,1.58,2,4.88
10/31/17,1.43,1.6,2.01,4.89
11/1/17,1.46,1.61,2.01,4.88
11/2/17,1.46,1.61,2,4.9
11/3/17,1.49,1.63,1.99,4.92
11/6/17,1.5,1.61,1.99,.
11/7/17,1.49,1.63,1.99,4.92
11/8/17,1.53,1.65,2.01,4.93
11/9/17,1.53,1.63,2.01,4.97
11/10/17,1.54,1.67,2.06,5.02
11/13/17,1.55,1.7,2.08,5.01
11/14/17,1.55,1.68,2.06,5
11/15/17,1.55,1.68,2.04,5
11/16/17,1.59,1.72,2.07,4.98
11/17/17,1.6,1.73,2.06,4.96
11/20/17,1.62,1.77,2.09,4.93
11/21/17,1.62,1.77,2.11,4.93
11/22/17,1.61,1.74,2.05,4.95
11/23/17,.,.,.,4.96
11/24/17,1.61,1.75,2.07,4.94
11/27/17,1.62,1.74,2.06,4.91
11/28/17,1.61,1.75,2.07,4.9
11/29/17,1.61,1.78,2.09,4.86
11/30/17,1.62,1.78,2.14,4.84
12/1/17,1.62,1.78,2.13,4.81
12/4/17,1.66,1.8,2.15,4.78
12/5/17,1.64,1.83,2.15,4.73
12/6/17,1.68,1.78,2.11,4.76
12/7/17,1.67,1.8,2.14,4.82
12/8/17,1.65,1.8,2.14,4.81
12/11/17,1.69,1.82,2.16,4.8
12/12/17,1.7,1.83,2.18,4.7
12/13/17,1.68,1.79,2.12,4.71
12/14/17,1.7,1.82,2.14,4.7
12/15/17,1.71,1.84,2.16,4.69
12/18/17,1.7,1.84,2.17,4.66
12/19/17,1.71,1.87,2.23,4.71
12/20/17,1.72,1.87,2.24,4.73
12/21/17,1.73,1.89,2.26,.
12/22/17,1.73,1.91,2.26,4.73
12/25/17,.,.,.,4.73
12/26/17,1.75,1.92,2.25,4.74
12/27/17,1.75,1.89,2.22,4.76
12/28/17,1.76,1.91,2.23,4.77
12/29/17,1.76,1.89,2.2,4.76
1/1/18,.,.,.,4.76
1/2/18,1.83,1.92,2.25,4.8
1/3/18,1.81,1.94,2.25,4.77
1/4/18,1.82,1.96,2.27,4.77
1/5/18,1.8,1.96,2.29,4.78
1/8/18,1.79,1.96,2.29,4.79
1/9/18,1.78,1.98,2.33,4.78
1/10/18,1.78,1.98,2.32,4.78
1/11/18,1.77,1.98,2.32,4.79
1/12/18,1.78,1.99,2.35,4.8
1/15/18,.,.,.,4.81
1/16/18,1.79,2.03,2.36,4.81
1/17/18,1.79,2.05,2.39,4.81
1/18/18,1.79,2.05,2.43,4.79
1/19/18,1.79,2.06,2.45,4.75
1/22/18,1.79,2.08,2.46,4.75
1/23/18,1.78,2.06,2.43,4.77
1/24/18,1.79,2.08,2.43,4.77
1/25/18,1.8,2.08,2.41,4.77
1/26/18,1.8,2.13,2.47,4.77
1/29/18,1.8,2.11,2.49,4.75
1/30/18,1.88,2.13,2.51,4.75
1/31/18,1.9,2.14,2.52,4.75
2/1/18,1.89,2.16,2.56,4.75
2/2/18,1.88,2.15,2.58,4.77
2/5/18,1.85,2.08,2.5,4.79
2/6/18,1.87,2.1,2.52,4.78
2/7/18,1.91,2.15,2.57,4.8
2/8/18,1.91,2.13,2.57,4.81
2/9/18,1.89,2.05,2.52,.
2/12/18,1.93,2.09,2.56,4.8
2/13/18,1.95,2.1,2.54,4.79
2/14/18,1.98,2.17,2.65,4.77
2/15/18,1.99,2.19,2.65,4.78
2/16/18,2,2.21,2.63,4.79
2/19/18,.,.,.,4.81
2/20/18,2.01,2.25,2.65,4.83
2/21/18,2.03,2.26,2.69,4.83
2/22/18,2.02,2.25,2.66,4.83
2/23/18,2.02,2.25,2.62,4.83
2/26/18,2.03,2.22,2.6,4.83
2/27/18,2.08,2.27,2.67,4.79
2/28/18,2.07,2.25,2.65,4.81
3/1/18,2.05,2.22,2.58,4.8
3/2/18,2.06,2.25,2.63,4.76
3/5/18,2.06,2.24,2.65,4.75
3/6/18,2.06,2.25,2.65,4.76
3/7/18,2.05,2.25,2.65,4.77
3/8/18,2.05,2.25,2.63,4.8
3/9/18,2.03,2.27,2.65,4.83
3/12/18,2.05,2.27,2.64,4.89
3/13/18,2.03,2.26,2.62,4.9
3/14/18,2.05,2.26,2.61,4.97
3/15/18,2.07,2.29,2.62,4.99
3/16/18,2.08,2.31,2.65,.
3/19/18,2.08,2.31,2.65,4.96
3/20/18,2.08,2.34,2.69,4.95
3/21/18,2.06,2.31,2.69,4.95
3/22/18,2.05,2.29,2.63,4.97
3/23/18,2.04,2.28,2.61,5.03
3/26/18,2.06,2.33,2.64,5.05
3/27/18,2.1,2.26,2.58,5.07
3/28/18,2.12,2.28,2.59,5.1
3/29/18,2.09,2.27,2.56,5.09
3/30/18,.,.,.,5.04
4/2/18,2.08,2.25,2.55,5.03
4/3/18,2.09,2.28,2.6,5.02
4/4/18,2.07,2.28,2.61,5.04
4/5/18,2.07,2.3,2.64,5.02
4/6/18,2.06,2.27,2.58,4.99
4/9/18,2.08,2.29,2.6,4.99
4/10/18,2.09,2.32,2.62,4.99
4/11/18,2.09,2.32,2.62,5.03
4/12/18,2.11,2.34,2.67,5.05
4/13/18,2.12,2.37,2.67,5.05
4/16/18,2.12,2.39,2.69,5.04
4/17/18,2.16,2.41,2.68,5.06
4/18/18,2.17,2.42,2.73,5.07
4/19/18,2.21,2.44,2.77,5.07
4/20/18,2.22,2.46,2.8,5.08
4/23/18,2.25,2.49,2.83,5.1
4/24/18,2.25,2.48,2.83,5.1
4/25/18,2.26,2.49,2.84,5.11
4/26/18,2.25,2.49,2.82,5.11
4/27/18,2.24,2.49,2.8,5.15
4/30/18,2.24,2.49,2.79,5.18
5/1/18,2.26,2.5,2.82,5.24
5/2/18,2.24,2.49,2.8,5.29
5/3/18,2.24,2.49,2.78,5.31
5/4/18,2.24,2.51,2.78,5.29
5/7/18,2.25,2.49,2.78,5.33
5/8/18,2.26,2.51,2.81,5.36
5/9/18,2.27,2.54,2.84,5.39
5/10/18,2.27,2.54,2.83,5.48
5/11/18,2.28,2.54,2.84,5.51
5/14/18,2.28,2.55,2.85,5.48
5/15/18,2.31,2.58,2.92,5.36
5/16/18,2.32,2.58,2.94,5.3
5/17/18,2.32,2.57,2.94,5.23
5/18/18,2.32,2.55,2.9,.
5/21/18,2.35,2.58,2.9,5.19
5/22/18,2.34,2.59,2.9,5.2
5/23/18,2.29,2.53,2.83,5.18
5/24/18,2.28,2.5,2.82,5.17
5/25/18,2.27,2.48,2.76,5.18
5/28/18,.,.,.,5.16
5/29/18,2.17,2.32,2.58,5.21
5/30/18,2.23,2.42,2.67,5.25
5/31/18,2.23,2.4,2.68,5.24
6/1/18,2.28,2.47,2.74,5.32
6/4/18,2.3,2.52,2.78,5.27
6/5/18,2.32,2.49,2.76,5.21
6/6/18,2.32,2.52,2.81,5.15
6/7/18,2.31,2.5,2.77,5.17
6/8/18,2.3,2.5,2.77,5.17
6/11/18,2.32,2.52,2.8,5.13
6/12/18,2.31,2.54,2.81,5.09
6/13/18,2.35,2.59,2.85,4.99
6/14/18,2.35,2.59,2.81,5.02
6/15/18,2.35,2.55,2.81,5.08
6/18/18,2.35,2.56,2.8,5.06
6/19/18,2.34,2.54,2.77,5.05
6/20/18,2.36,2.56,2.8,5.03
6/21/18,2.34,2.56,2.77,5.02
6/22/18,2.33,2.56,2.77,5.05
6/25/18,2.34,2.54,2.75,5.05
6/26/18,2.33,2.53,2.75,.
6/27/18,2.33,2.52,2.71,5.07
6/28/18,2.33,2.52,2.73,5.06
6/29/18,2.33,2.52,2.73,5.04
7/2/18,2.34,2.57,2.75,4.99
7/3/18,2.33,2.53,2.72,5
7/4/18,.,.,.,5.02
7/5/18,2.32,2.55,2.74,4.94
7/6/18,2.34,2.53,2.71,4.94
7/9/18,2.34,2.57,2.75,4.94
7/10/18,2.36,2.59,2.77,4.96
7/11/18,2.36,2.58,2.74,4.99
7/12/18,2.39,2.6,2.75,4.97
7/13/18,2.37,2.59,2.73,4.97
7/16/18,2.39,2.59,2.75,4.99
7/17/18,2.39,2.62,2.76,5.04
7/18/18,2.43,2.6,2.77,5.06
7/19/18,2.4,2.6,2.74,5.11
7/20/18,2.41,2.6,2.77,5.11
7/23/18,2.42,2.64,2.83,.
7/24/18,2.42,2.63,2.83,5.12
7/25/18,2.42,2.66,2.82,5.17
7/26/18,2.41,2.69,2.86,.
7/27/18,2.43,2.67,2.84,5.19
7/30/18,2.43,2.66,2.85,5.21
7/31/18,2.44,2.67,2.85,5.22
8/1/18,2.45,2.67,2.87,5.23
8/2/18,2.45,2.66,2.85,5.22
8/3/18,2.43,2.63,2.82,5.17
8/6/18,2.44,2.64,2.8,5.2
8/7/18,2.45,2.68,2.84,5.22
8/8/18,2.44,2.68,2.83,.
8/9/18,2.44,2.64,2.8,5.23
8/10/18,2.42,2.61,2.75,5.19
8/13/18,2.42,2.61,2.75,5.15
8/14/18,2.44,2.63,2.77,5.12
8/15/18,2.45,2.61,2.73,5.09
8/16/18,2.45,2.63,2.75,5.03
8/17/18,2.44,2.61,2.75,5.06
8/20/18,2.43,2.6,2.7,5.07
8/21/18,2.45,2.61,2.73,5.07
8/22/18,2.43,2.6,2.7,5.1
8/23/18,2.43,2.61,2.72,5.05
8/24/18,2.44,2.63,2.72,4.93
