DATE,DGS1,DGS2,DGS5,DGS10
8/27/18,2.47,2.67,2.74,4.86
8/28/18,2.47,2.67,2.77,4.83
8/29/18,2.48,2.67,2.78,4.76
8/30/18,2.47,2.64,2.75,4.78
8/31/18,2.46,2.62,2.74,4.72
9/3/18,.,.,.,4.69
9/4/18,2.49,2.66,2.78,4.66
9/5/18,2.49,2.66,2.77,4.68
9/6/18,2.5,2.64,2.76,4.67
9/7/18,2.53,2.71,2.82,.
9/10/18,2.54,2.73,2.83,4.71
9/11/18,2.55,2.76,2.87,4.64
9/12/18,2.56,2.74,2.87,4.66
9/13/18,2.55,2.76,2.87,4.64
9/14/18,2.56,2.78,2.9,.
,,,,4.69
,,,,4.65
,,,,4.63
,,,,4.64
,,,,4.71
,,,,4.69
,,,,4.54
,,,,4.55
,,,,4.51
,,,,4.49
,,,,4.51
,,,,4.53
,,,,4.58
,,,,4.6
,,,,4.6
,,,,4.65
,,,,4.62
,,,,4.5
,,,,4.47
,,,,4.48
,,,,4.52
,,,,4.52
,,,,4.51
,,,,4.52
,,,,4.53
,,,,4.54
,,,,4.54
,,,,4.53
,,,,4.59
,,,,.
,,,,4.64
,,,,4.69
,,,,4.67
,,,,4.68
,,,,4.7
,,,,4.71
,,,,.
,,,,4.74
,,,,4.73
,,,,4.72
,,,,4.72
,,,,4.66
,,,,4.63
,,,,4.62
,,,,4.61
,,,,4.6
,,,,4.61
,,,,4.57
,,,,4.58
,,,,4.56
,,,,4.53
,,,,4.49
,,,,4.45
,,,,4.47
,,,,4.45
,,,,4.51
,,,,4.52
,,,,4.5
,,,,.
,,,,4.52
,,,,4.52
,,,,4.52
,,,,4.5
,,,,4.5
,,,,4.5
,,,,4.49
,,,,4.5
,,,,4.49
,,,,4.48
,,,,4.5
,,,,4.51
,,,,4.51
,,,,4.54
,,,,4.56
,,,,4.61
,,,,4.63
,,,,4.63
,,,,4.63
,,,,4.66
,,,,4.68
,,,,4.71
,,,,4.73
,,,,4.73
,,,,4.78
,,,,4.77
,,,,4.75
,,,,4.75
,,,,4.76
,,,,4.77
,,,,4.83
,,,,4.87
,,,,4.87
,,,,4.84
,,,,4.82
,,,,4.86
,,,,4.87
,,,,4.88
,,,,4.88
,,,,4.89
,,,,4.94
,,,,4.94
,,,,4.93
,,,,4.92
,,,,4.86
,,,,4.84
,,,,.
,,,,4.81
,,,,4.81
,,,,4.82
,,,,4.85
,,,,4.84
,,,,4.84
,,,,4.86
,,,,4.89
,,,,4.94
,,,,4.95
,,,,5.02
,,,,5.02
,,,,5.07
,,,,5.07
,,,,5.14
,,,,5.14
,,,,5.13
,,,,5.14
,,,,5.16
,,,,5.21
,,,,5.18
,,,,5.2
,,,,5.22
,,,,5.22
,,,,.
,,,,5.17
,,,,5.11
,,,,5.15
,,,,5.16
,,,,5.09
,,,,5.06
,,,,5.08
,,,,5.08
,,,,5.09
,,,,5.16
,,,,5.18
,,,,5.2
,,,,5.2
,,,,5.23
,,,,5.23
,,,,5.23
,,,,5.2
,,,,5.18
,,,,5.16
,,,,5.18
,,,,5.21
,,,,5.2
,,,,5.26
,,,,5.3
,,,,5.28
,,,,5.27
,,,,5.28
,,,,5.29
,,,,5.29
,,,,5.29
,,,,5.28
,,,,5.28
,,,,5.28
,,,,5.3
,,,,5.3
,,,,5.31
,,,,5.31
,,,,5.32
,,,,5.29
,,,,5.27
,,,,5.28
,,,,5.27
,,,,5.25
,,,,.
,,,,5.22
,,,,5.2
,,,,5.2
,,,,5.26
,,,,5.28
,,,,5.29
,,,,5.27
,,,,5.28
,,,,5.29
,,,,5.3
,,,,5.35
,,,,5.34
,,,,5.36
,,,,5.36
,,,,5.38
,,,,5.37
,,,,5.37
,,,,5.36
,,,,5.31
,,,,5.35
,,,,5.35
,,,,5.37
,,,,5.37
,,,,5.37
,,,,5.39
,,,,5.42
,,,,5.42
,,,,.
,,,,5.45
,,,,5.47
,,,,5.49
,,,,5.52
,,,,5.53
,,,,5.52
,,,,5.56
,,,,5.56
,,,,5.57
,,,,5.58
,,,,5.57
,,,,5.6
,,,,5.64
,,,,5.7
,,,,5.71
,,,,5.75
,,,,5.77
,,,,.
,,,,5.74
,,,,5.78
,,,,5.83
,,,,5.87
,,,,5.81
,,,,5.78
,,,,5.72
,,,,5.75
,,,,5.85
,,,,5.71
,,,,5.7
,,,,.
,,,,5.78
,,,,5.76
,,,,5.65
,,,,5.67
,,,,5.74
,,,,5.78
,,,,5.76
,,,,5.74
,,,,5.69
,,,,5.71
,,,,5.72
,,,,5.74
,,,,5.75
,,,,5.71
,,,,5.7
,,,,5.71
,,,,5.68
,,,,5.66
,,,,5.62
,,,,5.64
,,,,5.69
,,,,.
,,,,5.64
,,,,5.64
,,,,5.7
,,,,5.7
,,,,.
,,,,5.63
,,,,5.63
,,,,5.51
,,,,5.48
,,,,5.5
,,,,5.52
,,,,5.46
,,,,5.46
,,,,5.43
,,,,5.49
,,,,5.52
,,,,5.48
,,,,5.55
,,,,5.59
,,,,5.61
,,,,5.56
,,,,5.56
,,,,5.52
,,,,5.53
,,,,5.53
,,,,5.53
,,,,5.54
,,,,5.58
,,,,5.58
,,,,5.6
,,,,5.61
,,,,5.59
,,,,5.6
,,,,5.59
,,,,.
,,,,5.55
,,,,5.54
,,,,5.51
,,,,5.5
,,,,5.53
,,,,5.54
,,,,5.54
,,,,.
,,,,5.56
,,,,5.58
,,,,5.58
,,,,5.57
,,,,5.56
,,,,5.56
,,,,5.57
,,,,5.59
,,,,5.61
,,,,5.67
,,,,5.75
,,,,5.75
,,,,5.79
,,,,5.86
,,,,5.95
,,,,5.84
,,,,5.76
,,,,5.77
,,,,5.73
,,,,5.76
,,,,5.74
,,,,5.74
,,,,5.78
,,,,5.78
,,,,5.78
,,,,5.76
,,,,5.64
,,,,5.62
,,,,5.49
,,,,5.52
,,,,5.52
,,,,5.54
,,,,.
,,,,5.53
,,,,5.54
,,,,.
,,,,5.6
,,,,5.62
,,,,5.62
,,,,5.64
,,,,5.76
,,,,5.78
,,,,5.73
,,,,5.72
,,,,5.72
,,,,5.71
,,,,5.73
,,,,5.74
,,,,5.73
,,,,5.76
,,,,5.8
,,,,5.78
,,,,5.79
,,,,5.8
,,,,5.79
,,,,5.79
,,,,5.79
,,,,5.82
,,,,5.85
,,,,5.9
,,,,5.92
,,,,5.96
,,,,6.02
,,,,6.02
,,,,5.98
,,,,5.96
,,,,5.92
,,,,5.94
,,,,5.95
,,,,.
,,,,5.86
,,,,5.79
,,,,5.78
,,,,5.81
,,,,5.83
,,,,5.82
,,,,5.8
,,,,5.79
,,,,5.77
,,,,5.76
,,,,5.72
,,,,5.71
,,,,5.71
,,,,5.67
,,,,5.62
,,,,5.6
,,,,5.61
,,,,5.64
,,,,5.64
,,,,5.65
,,,,5.64
,,,,5.62
,,,,5.58
,,,,5.57
,,,,.
,,,,5.56
,,,,5.53
,,,,5.51
,,,,5.52
,,,,5.52
,,,,5.53
,,,,5.56
,,,,5.57
,,,,5.55
,,,,5.56
,,,,5.53
,,,,5.45
,,,,5.38
,,,,5.39
,,,,5.37
,,,,5.39
,,,,5.41
,,,,5.41
,,,,5.39
,,,,5.38
,,,,5.34
,,,,5.37
,,,,5.38
,,,,5.36
,,,,5.37
,,,,5.39
,,,,5.42
,,,,5.43
,,,,5.43
,,,,5.45
,,,,5.42
,,,,5.43
,,,,5.43
,,,,5.46
,,,,5.5
,,,,5.47
,,,,5.46
,,,,5.46
,,,,5.45
,,,,5.43
,,,,5.42
,,,,.
,,,,5.41
,,,,5.43
,,,,5.46
,,,,5.48
,,,,5.49
,,,,5.51
,,,,5.5
,,,,5.49
,,,,5.48
,,,,5.46
,,,,5.46
,,,,5.42
,,,,5.43
,,,,5.45
,,,,5.45
,,,,5.44
,,,,5.44
,,,,5.45
,,,,5.46
,,,,5.49
,,,,5.49
,,,,5.49
,,,,5.5
,,,,5.52
,,,,5.55
,,,,5.57
,,,,5.6
,,,,5.61
,,,,5.61
,,,,5.62
,,,,5.65
,,,,5.62
,,,,5.58
,,,,5.57
,,,,5.58
,,,,5.58
,,,,5.58
,,,,5.61
,,,,5.6
,,,,5.61
,,,,5.62
,,,,5.63
,,,,5.61
,,,,5.61
,,,,5.63
,,,,.
,,,,5.62
,,,,5.63
,,,,5.65
,,,,.
,,,,5.68
,,,,5.66
,,,,5.66
,,,,5.68
,,,,5.71
,,,,5.74
,,,,5.74
,,,,5.73
,,,,5.74
,,,,5.75
,,,,5.76
,,,,5.76
,,,,.
,,,,5.78
,,,,5.89
,,,,5.96
,,,,5.95
,,,,5.93
,,,,5.91
,,,,5.92
,,,,5.93
,,,,5.93
,,,,5.94
,,,,5.93
,,,,5.96
,,,,5.97
,,,,6
,,,,6.07
,,,,6.14
,,,,6.23
,,,,6.27
,,,,.
,,,,6.17
,,,,6.2
,,,,6.21
,,,,6.16
,,,,.
,,,,6.04
,,,,6.01
,,,,6.04
,,,,6.14
,,,,6.09
,,,,6.04
,,,,6.03
,,,,6.04
,,,,6.04
,,,,6.02
,,,,5.98
,,,,5.97
,,,,5.95
,,,,5.97
,,,,6.03
,,,,6.02
,,,,6.01
,,,,6.03
,,,,6.05
,,,,6.09
,,,,6.14
,,,,6.19
,,,,6.22
,,,,6.2
,,,,6.19
,,,,6.2
,,,,6.14
,,,,6.14
,,,,6.1
,,,,.
,,,,6.09
,,,,6.11
,,,,6.14
,,,,6.16
,,,,6.2
,,,,6.23
,,,,6.24
,,,,6.22
,,,,6.24
,,,,6.24
,,,,6.27
,,,,6.26
,,,,6.25
,,,,6.24
,,,,6.24
,,,,6.26
,,,,6.27
,,,,6.27
,,,,6.3
,,,,6.31
,,,,6.32
,,,,6.31
,,,,6.35
,,,,6.35
,,,,6.32
,,,,6.31
,,,,6.29
,,,,6.28
,,,,6.3
,,,,6.32
,,,,6.33
,,,,6.3
,,,,.
,,,,6.25
,,,,6.25
,,,,6.26
,,,,.
,,,,6.28
,,,,6.25
,,,,6.19
,,,,6.18
,,,,6.15
,,,,6.06
,,,,6.11
,,,,6.1
,,,,6.13
,,,,6.16
,,,,6.14
,,,,6.12
,,,,6.12
,,,,6.14
,,,,6.15
,,,,6.19
,,,,6.21
,,,,6.2
,,,,6.25
,,,,6.23
,,,,6.19
,,,,6.22
,,,,6.22
,,,,6.2
,,,,6.23
,,,,6.27
,,,,6.25
,,,,6.24
,,,,6.26
,,,,6.31
,,,,6.36
,,,,6.36
,,,,6.36
,,,,6.36
,,,,6.38
,,,,6.44
,,,,6.54
,,,,6.56
,,,,6.56
,,,,.
,,,,6.56
,,,,6.55
,,,,6.56
,,,,6.54
,,,,6.52
,,,,6.59
,,,,6.56
,,,,6.56
,,,,6.54
,,,,6.51
,,,,6.49
,,,,6.52
,,,,6.53
,,,,6.57
,,,,6.59
,,,,6.6
,,,,6.63
,,,,6.63
,,,,6.62
,,,,6.66
,,,,6.73
,,,,6.75
,,,,6.77
,,,,6.75
,,,,.
,,,,6.76
,,,,6.79
,,,,6.82
,,,,6.78
,,,,6.64
,,,,6.69
,,,,6.72
,,,,6.67
,,,,6.69
,,,,6.7
,,,,.
,,,,6.66
,,,,6.68
,,,,6.7
,,,,6.71
,,,,6.73
,,,,6.72
,,,,6.72
,,,,6.66
,,,,6.66
,,,,6.63
,,,,6.6
,,,,6.62
,,,,6.63
,,,,6.64
,,,,6.69
,,,,6.7
,,,,6.7
,,,,6.68
,,,,6.68
,,,,6.66
,,,,6.65
,,,,6.66
,,,,6.68
,,,,6.71
,,,,6.72
,,,,6.76
,,,,6.79
,,,,6.83
,,,,6.83
,,,,.
,,,,6.87
,,,,6.94
,,,,6.96
,,,,6.99
,,,,7.03
,,,,7.04
,,,,7.02
,,,,7.05
,,,,7.08
,,,,7.09
,,,,7.14
,,,,7.14
,,,,7.27
,,,,7.28
,,,,7.26
,,,,7.26
,,,,7.27
,,,,7.3
,,,,7.4
,,,,7.45
,,,,7.51
,,,,7.52
,,,,7.45
,,,,7.38
,,,,7.35
,,,,7.31
,,,,7.29
,,,,7.3
,,,,7.22
,,,,.
,,,,7.1
,,,,7.12
,,,,7.04
,,,,6.99
,,,,6.83
,,,,6.77
,,,,6.8
,,,,6.9
,,,,6.9
,,,,6.93
,,,,7
,,,,7
,,,,6.96
,,,,6.94
,,,,6.9
,,,,.
,,,,6.97
,,,,7.01
,,,,6.99
,,,,6.99
,,,,.
,,,,7.06
,,,,7.12
,,,,7.08
,,,,7.13
,,,,7.22
,,,,7.25
,,,,7.31
,,,,7.28
,,,,7.27
,,,,7.28
,,,,7.3
,,,,.
,,,,7.29
,,,,7.29
,,,,7.35
,,,,7.39
,,,,7.35
,,,,7.35
,,,,7.4
,,,,7.5
,,,,7.59
,,,,7.62
,,,,7.6
,,,,7.63
,,,,7.72
,,,,7.76
,,,,7.81
,,,,7.79
,,,,7.76
,,,,7.82
,,,,7.89
,,,,.
,,,,7.87
,,,,8.05
,,,,7.97
,,,,7.88
,,,,.
,,,,7.86
,,,,7.88
,,,,7.96
,,,,7.99
,,,,7.96
,,,,7.86
,,,,7.82
,,,,7.81
,,,,7.86
,,,,7.85
,,,,7.75
,,,,7.69
,,,,7.72
,,,,7.69
,,,,7.67
,,,,7.69
,,,,7.71
,,,,7.7
,,,,7.7
,,,,7.77
,,,,7.75
,,,,7.65
,,,,7.58
,,,,7.5
,,,,7.45
,,,,7.36
,,,,7.28
,,,,7.32
,,,,7.33
,,,,.
,,,,7.15
,,,,7.17
,,,,7.15
,,,,7.12
,,,,7.09
,,,,7.12
,,,,.
,,,,7.14
,,,,7.04
,,,,6.94
,,,,6.9
,,,,6.95
,,,,6.99
,,,,6.97
,,,,6.98
,,,,6.96
,,,,6.99
,,,,7.04
,,,,7.11
,,,,7.16
,,,,7.23
,,,,7.24
,,,,7.36
,,,,7.28
,,,,7.07
,,,,7.06
,,,,7.05
,,,,7.02
,,,,6.96
,,,,6.98
,,,,.
,,,,7.05
,,,,7.08
,,,,7.04
,,,,7.08
,,,,7.14
,,,,7.17
,,,,7.18
,,,,7.17
,,,,7.18
,,,,7.17
,,,,7.2
,,,,7.22
,,,,7.27
,,,,7.34
,,,,7.4
,,,,7.44
,,,,7.5
,,,,7.61
,,,,7.64
,,,,7.72
,,,,7.74
,,,,7.79
,,,,7.78
,,,,7.82
,,,,7.85
,,,,7.94
,,,,7.92
,,,,7.86
,,,,7.82
,,,,7.78
,,,,7.82
,,,,7.84
,,,,7.85
,,,,7.86
,,,,7.83
,,,,7.8
,,,,7.8
,,,,7.85
,,,,7.9
,,,,7.99
,,,,8.15
,,,,8.22
,,,,8.02
,,,,7.98
,,,,7.95
,,,,7.84
,,,,7.78
,,,,7.76
,,,,7.8
,,,,7.88
,,,,7.89
,,,,7.88
,,,,7.87
,,,,7.92
,,,,7.98
,,,,7.98
,,,,7.87
,,,,7.9
,,,,7.9
,,,,7.9
,,,,7.86
,,,,7.79
,,,,7.74
,,,,7.76
,,,,7.78
,,,,7.76
,,,,7.68
,,,,7.64
,,,,7.55
,,,,.
,,,,7.49
,,,,7.46
,,,,7.49
,,,,7.49
,,,,7.54
,,,,7.55
,,,,7.53
,,,,7.49
,,,,7.46
,,,,7.45
,,,,7.46
,,,,7.45
,,,,7.43
,,,,7.32
,,,,7.34
,,,,7.36
,,,,7.41
,,,,7.39
,,,,7.38
,,,,7.38
,,,,7.39
,,,,7.4
,,,,7.42
,,,,7.43
,,,,7.45
,,,,7.5
,,,,7.54
,,,,7.56
,,,,7.58
,,,,7.67
,,,,7.71
,,,,7.68
,,,,7.65
,,,,7.64
,,,,7.6
,,,,7.48
,,,,7.46
,,,,7.45
,,,,7.48
,,,,7.49
,,,,7.49
,,,,7.47
,,,,7.48
,,,,7.48
,,,,7.47
,,,,.
,,,,7.5
,,,,7.54
,,,,7.52
,,,,7.5
,,,,7.48
,,,,7.46
,,,,7.4
,,,,7.32
,,,,7.31
,,,,7.29
,,,,7.28
,,,,7.24
,,,,7.26
,,,,7.28
,,,,7.31
,,,,7.3
,,,,7.29
,,,,7.29
,,,,7.26
,,,,7.26
,,,,7.24
,,,,7.23
,,,,7.25
,,,,7.25
,,,,.
,,,,7.25
,,,,7.3
,,,,7.3
,,,,7.31
,,,,7.35
,,,,7.37
,,,,7.42
,,,,7.46
,,,,7.44
,,,,7.44
,,,,7.42
,,,,7.38
,,,,7.31
,,,,7.33
,,,,7.24
,,,,.
,,,,7.23
,,,,7.2
,,,,7.15
,,,,7.06
,,,,7.06
,,,,.
,,,,7.03
,,,,7
,,,,6.96
,,,,6.93
,,,,6.86
,,,,6.72
,,,,6.48
,,,,6.32
,,,,6.45
,,,,6.48
,,,,.
,,,,6.48
,,,,6.49
,,,,6.48
,,,,6.41
,,,,6.31
,,,,6.21
,,,,6.27
,,,,6.29
,,,,6.34
,,,,6.34
,,,,6.31
,,,,6.26
,,,,6.29
,,,,6.29
,,,,6.3
,,,,6.33
,,,,6.45
,,,,6.52
,,,,6.57
,,,,6.53
,,,,.
,,,,6.54
,,,,6.56
,,,,6.51
,,,,6.5
,,,,.
,,,,6.46
,,,,6.47
,,,,6.47
,,,,6.45
,,,,6.44
,,,,6.39
,,,,6.35
,,,,6.29
,,,,6.22
,,,,6.22
,,,,6.16
,,,,6.17
,,,,6.15
,,,,6.09
,,,,6.06
,,,,6.05
,,,,6.07
,,,,6.09
,,,,6.08
,,,,6.09
,,,,6.09
,,,,6.11
,,,,6.11
,,,,6.1
,,,,6.1
,,,,6.09
,,,,6.07
,,,,6.08
,,,,6.08
,,,,.
,,,,.
,,,,6.11
,,,,6.11
,,,,6.11
,,,,6.12
,,,,6.15
,,,,6.18
,,,,6.16
,,,,6.11
,,,,6.14
,,,,6.12
,,,,6.09
,,,,6.05
,,,,6.05
,,,,6.03
,,,,5.99
,,,,5.9
,,,,5.8
,,,,5.69
,,,,5.72
,,,,5.7
,,,,5.68
,,,,5.61
,,,,5.55
,,,,5.51
,,,,5.42
,,,,5.38
,,,,5.41
,,,,5.43
,,,,5.48
,,,,5.54
,,,,5.5
,,,,5.53
,,,,5.58
,,,,5.6
,,,,5.63
,,,,5.6
,,,,5.58
,,,,5.62
,,,,.
,,,,5.73
,,,,5.72
,,,,5.77
,,,,5.8
,,,,5.82
,,,,5.88
,,,,5.97
,,,,6.04
,,,,6.02
,,,,6.01
,,,,6
,,,,6
,,,,5.99
,,,,6.07
,,,,6.08
,,,,6.15
,,,,6.25
,,,,6.26
,,,,6.28
,,,,6.25
,,,,6.22
,,,,6.26
,,,,6.35
,,,,6.47
,,,,6.49
,,,,6.57
,,,,6.65
,,,,6.6
,,,,6.49
,,,,6.53
,,,,6.49
,,,,6.44
,,,,6.37
,,,,6.35
,,,,6.38
,,,,.
,,,,6.36
,,,,6.24
,,,,6.19
,,,,6.26
,,,,6.34
,,,,6.38
,,,,6.44
,,,,6.48
,,,,6.5
,,,,6.63
,,,,6.73
,,,,6.68
,,,,6.68
,,,,6.58
,,,,6.53
,,,,6.62
,,,,6.61
,,,,6.61
,,,,6.62
,,,,6.64
,,,,6.67
,,,,6.7
,,,,6.69
,,,,6.69
,,,,.
,,,,6.68
,,,,6.66
,,,,6.67
,,,,6.68
,,,,6.6
,,,,6.61
,,,,6.6
,,,,6.59
,,,,6.66
,,,,6.71
,,,,6.7
,,,,6.7
,,,,6.79
,,,,6.84
,,,,6.86
,,,,6.91
,,,,6.95
,,,,6.88
,,,,6.85
,,,,6.86
,,,,6.91
,,,,6.89
,,,,6.86
,,,,6.86
,,,,6.88
,,,,6.89
,,,,6.86
,,,,6.8
,,,,6.68
,,,,6.41
,,,,6.3
,,,,6.35
,,,,6.34
,,,,6.37
,,,,6.48
,,,,6.38
,,,,6.4
,,,,6.37
,,,,6.33
,,,,6.32
,,,,6.28
,,,,6.22
,,,,6.17
,,,,6.12
,,,,.
,,,,6.07
,,,,6.08
,,,,6.13
,,,,6.12
,,,,6.2
,,,,6.18
,,,,6.17
,,,,6.14
,,,,6.13
,,,,6.15
,,,,6.17
,,,,6.19
,,,,6.2
,,,,6.16
,,,,6.13
,,,,6.12
,,,,6.08
,,,,6
,,,,6
,,,,5.98
,,,,6.01
,,,,5.98
,,,,5.97
,,,,5.94
,,,,.
,,,,5.88
,,,,5.86
,,,,5.88
,,,,5.9
,,,,5.95
,,,,5.96
,,,,5.92
,,,,5.88
,,,,5.9
,,,,.
,,,,5.89
,,,,5.92
,,,,5.9
,,,,5.87
,,,,5.8
,,,,.
,,,,5.72
,,,,5.72
,,,,5.72
,,,,5.77
,,,,5.77
,,,,5.82
,,,,5.79
,,,,5.77
,,,,5.77
,,,,5.76
,,,,5.75
,,,,5.77
,,,,5.79
,,,,5.82
,,,,5.89
,,,,5.95
,,,,.
,,,,5.94
,,,,5.95
,,,,5.93
,,,,5.92
,,,,5.9
,,,,5.88
,,,,5.88
,,,,5.92
,,,,5.92
,,,,5.94
,,,,5.93
,,,,5.9
,,,,5.94
,,,,5.96
,,,,5.95
,,,,5.93
,,,,5.97
,,,,6
,,,,6.01
,,,,5.97
,,,,.
,,,,5.91
,,,,5.86
,,,,5.9
,,,,5.9
,,,,5.89
,,,,5.94
,,,,5.93
,,,,5.91
,,,,5.9
,,,,5.88
,,,,5.86
,,,,5.88
,,,,5.88
,,,,5.86
,,,,5.85
,,,,5.89
,,,,5.92
,,,,5.96
,,,,5.98
,,,,5.99
,,,,6.02
,,,,6.02
,,,,6.01
,,,,6.05
,,,,6.08
,,,,6.09
,,,,6.09
,,,,6.08
,,,,6.08
,,,,6.08
,,,,6.09
,,,,6.11
,,,,6.12
,,,,6.11
,,,,6.12
,,,,6.1
,,,,6.1
,,,,6.08
,,,,6.06
,,,,6.06
,,,,.
,,,,6.06
,,,,6.07
,,,,6.07
,,,,6.06
,,,,6.04
,,,,6.04
,,,,6.04
,,,,6.03
,,,,6.02
,,,,6.01
,,,,6.02
,,,,6.02
,,,,6.02
,,,,6.03
,,,,6.07
,,,,6.06
,,,,6.11
,,,,6.08
,,,,6.08
,,,,6.09
,,,,6.08
,,,,6.08
,,,,6.1
,,,,6.12
,,,,6.1
,,,,6.11
,,,,6.12
,,,,6.12
,,,,.
,,,,6.14
,,,,6.18
,,,,6.18
,,,,6.18
,,,,6.18
,,,,6.17
,,,,6.18
,,,,6.21
,,,,6.25
,,,,6.25
,,,,6.24
,,,,6.24
,,,,6.22
,,,,6.21
,,,,6.2
,,,,6.21
,,,,6.21
,,,,6.19
,,,,6.11
,,,,6.14
,,,,6.14
,,,,6.16
,,,,6.17
,,,,6.17
,,,,6.17
,,,,6.17
,,,,6.2
,,,,6.19
,,,,6.19
,,,,6.16
,,,,6.16
,,,,6.16
,,,,6.15
,,,,6.13
,,,,6.1
,,,,6.07
,,,,6.05
,,,,6.06
,,,,6.04
,,,,6.04
,,,,.
,,,,6.05
,,,,6.05
,,,,6.07
,,,,6.09
,,,,6.1
,,,,6.13
,,,,6.12
,,,,6.12
,,,,6.11
,,,,6.1
,,,,6.1
,,,,6.1
,,,,6.1
,,,,6.1
,,,,6.08
,,,,6.08
,,,,6.09
,,,,6.11
,,,,6.1
,,,,6.12
,,,,6.12
,,,,6.12
,,,,6.14
,,,,6.15
,,,,6.14
,,,,.
,,,,6.13
,,,,6.13
,,,,6.13
,,,,6.13
,,,,6.13
,,,,6.12
,,,,6.11
,,,,6.1
,,,,6.11
,,,,6.11
,,,,6.09
,,,,6.09
,,,,6.1
,,,,6.1
,,,,6.09
,,,,6.08
,,,,6.13
,,,,6.12
,,,,6.12
,,,,6.14
,,,,6.14
,,,,6.15
,,,,6.16
,,,,6.16
,,,,6.15
,,,,6.14
,,,,6.14
,,,,6.14
,,,,6.16
,,,,6.17
,,,,6.18
,,,,6.2
,,,,6.21
,,,,6.21
,,,,6.2
,,,,6.22
,,,,6.23
,,,,6.26
,,,,6.3
,,,,6.34
,,,,6.42
,,,,6.42
,,,,6.43
,,,,.
,,,,6.46
,,,,6.49
,,,,6.52
,,,,6.56
,,,,6.54
,,,,6.54
,,,,6.54
,,,,6.57
,,,,6.56
,,,,6.55
,,,,6.55
,,,,6.56
,,,,6.59
,,,,6.62
,,,,6.62
,,,,6.6
,,,,6.59
,,,,6.56
,,,,6.54
,,,,6.54
,,,,6.54
,,,,6.53
,,,,6.53
,,,,6.52
,,,,.
,,,,6.48
,,,,6.47
,,,,6.5
,,,,6.5
,,,,6.49
,,,,6.49
,,,,6.49
,,,,6.48
,,,,6.47
,,,,.
,,,,6.45
,,,,6.44
,,,,6.42
,,,,6.42
,,,,6.42
,,,,6.41
,,,,6.39
,,,,6.34
,,,,6.3
,,,,6.27
,,,,.
,,,,6.3
,,,,6.3
,,,,6.3
,,,,6.27
,,,,6.26
,,,,6.23
,,,,6.24
,,,,6.24
,,,,6.23
,,,,6.26
,,,,6.27
,,,,.
,,,,6.27
,,,,6.3
,,,,6.29
,,,,6.27
,,,,6.28
,,,,6.29
,,,,6.3
,,,,6.31
,,,,6.31
,,,,6.31
,,,,6.32
,,,,6.34
,,,,6.35
,,,,6.35
,,,,6.35
,,,,6.35
,,,,6.38
,,,,6.4
,,,,6.4
,,,,6.4
,,,,6.4
,,,,.
,,,,6.39
,,,,6.4
,,,,6.41
,,,,6.41
,,,,.
,,,,6.43
,,,,6.42
,,,,6.4
,,,,6.42
,,,,6.43
,,,,6.42
,,,,6.43
,,,,6.43
,,,,6.44
,,,,6.44
,,,,6.44
,,,,6.45
,,,,6.46
,,,,6.49
,,,,6.5
,,,,6.48
,,,,6.49
,,,,6.51
,,,,6.53
,,,,6.55
,,,,6.52
,,,,6.54
,,,,6.6
,,,,6.64
,,,,6.64
,,,,6.64
,,,,6.64
,,,,6.66
,,,,6.63
,,,,.
,,,,6.61
,,,,6.62
,,,,6.62
,,,,6.63
,,,,.
,,,,6.66
,,,,6.66
,,,,6.65
,,,,6.61
,,,,6.65
,,,,6.64
,,,,6.64
,,,,6.65
,,,,6.67
,,,,6.68
,,,,6.68
,,,,6.66
,,,,6.67
,,,,6.68
,,,,6.68
,,,,6.7
,,,,6.71
,,,,6.73
,,,,6.77
,,,,6.75
,,,,6.76
,,,,6.76
,,,,6.76
,,,,6.76
,,,,6.73
,,,,6.72
,,,,6.67
,,,,6.68
,,,,6.73
,,,,6.74
,,,,6.73
,,,,6.7
,,,,6.68
,,,,6.64
,,,,6.62
,,,,6.64
,,,,6.65
,,,,6.66
,,,,6.63
,,,,6.62
,,,,6.64
,,,,6.64
,,,,6.66
,,,,.
,,,,6.73
,,,,6.66
,,,,6.66
,,,,6.68
,,,,6.69
,,,,6.7
,,,,6.72
,,,,6.76
,,,,6.77
,,,,6.79
,,,,6.81
,,,,6.8
,,,,6.8
,,,,6.81
,,,,6.82
,,,,6.83
,,,,6.86
,,,,6.84
,,,,6.85
,,,,6.86
,,,,6.89
,,,,6.9
,,,,6.92
,,,,6.91
,,,,6.91
,,,,.
,,,,6.93
,,,,6.93
,,,,6.93
,,,,6.96
,,,,6.98
,,,,6.95
,,,,6.89
,,,,6.89
,,,,6.87
,,,,6.87
,,,,6.86
,,,,6.85
,,,,6.85
,,,,6.86
,,,,6.87
,,,,6.87
,,,,6.89
,,,,6.89
,,,,6.91
,,,,6.93
,,,,6.93
,,,,6.92
,,,,6.92
,,,,6.94
,,,,7.01
,,,,7.01
,,,,.
,,,,7.01
,,,,7.03
,,,,7.05
,,,,7.05
,,,,7.05
,,,,7.04
,,,,7.05
,,,,7.06
,,,,7.06
,,,,7.07
,,,,7.11
,,,,7.17
,,,,7.17
,,,,7.19
,,,,7.19
,,,,7.28
,,,,7.35
,,,,7.37
,,,,7.43
,,,,7.55
,,,,7.52
,,,,7.53
,,,,7.54
,,,,7.58
,,,,7.52
,,,,7.54
,,,,7.52
,,,,7.47
,,,,7.46
,,,,7.45
