DATE,DGS1
2014-01-31,0.10
2014-02-03,0.11
2014-02-04,0.12
2014-02-05,0.12
2014-02-06,0.13
2014-02-07,0.12
2014-02-10,0.12
2014-02-11,0.12
2014-02-12,0.12
2014-02-13,0.12
2014-02-14,0.11
2014-02-17,.
2014-02-18,0.12
2014-02-19,0.11
2014-02-20,0.12
2014-02-21,0.12
2014-02-24,0.11
2014-02-25,0.11
2014-02-26,0.11
2014-02-27,0.11
2014-02-28,0.12
2014-03-03,0.12
2014-03-04,0.12
2014-03-05,0.13
2014-03-06,0.12
2014-03-07,0.13
2014-03-10,0.12
2014-03-11,0.13
2014-03-12,0.12
2014-03-13,0.12
2014-03-14,0.12
2014-03-17,0.13
2014-03-18,0.13
2014-03-19,0.15
2014-03-20,0.14
2014-03-21,0.14
2014-03-24,0.14
2014-03-25,0.13
2014-03-26,0.12
2014-03-27,0.12
2014-03-28,0.13
2014-03-31,0.13
2014-04-01,0.13
2014-04-02,0.12
2014-04-03,0.11
2014-04-04,0.11
2014-04-07,0.11
2014-04-08,0.11
2014-04-09,0.10
2014-04-10,0.09
2014-04-11,0.09
2014-04-14,0.10
2014-04-15,0.11
2014-04-16,0.11
2014-04-17,0.11
2014-04-18,.
2014-04-21,0.11
2014-04-22,0.11
2014-04-23,0.11
2014-04-24,0.10
2014-04-25,0.11
2014-04-28,0.10
2014-04-29,0.11
2014-04-30,0.11
2014-05-01,0.10
2014-05-02,0.10
2014-05-05,0.11
2014-05-06,0.10
2014-05-07,0.10
2014-05-08,0.10
2014-05-09,0.10
2014-05-12,0.09
2014-05-13,0.10
2014-05-14,0.10
2014-05-15,0.09
2014-05-16,0.09
2014-05-19,0.09
2014-05-20,0.09
2014-05-21,0.09
2014-05-22,0.09
2014-05-23,0.10
2014-05-26,.
2014-05-27,0.09
2014-05-28,0.10
2014-05-29,0.10
2014-05-30,0.10
2014-06-02,0.10
2014-06-03,0.10
2014-06-04,0.10
2014-06-05,0.10
2014-06-06,0.11
2014-06-09,0.11
2014-06-10,0.11
2014-06-11,0.11
2014-06-12,0.10
2014-06-13,0.11
2014-06-16,0.11
2014-06-17,0.11
2014-06-18,0.10
2014-06-19,0.09
2014-06-20,0.09
2014-06-23,0.10
2014-06-24,0.12
2014-06-25,0.11
2014-06-26,0.11
2014-06-27,0.10
2014-06-30,0.11
2014-07-01,0.11
2014-07-02,0.12
2014-07-03,0.11
2014-07-04,.
2014-07-07,0.12
2014-07-08,0.11
2014-07-09,0.11
2014-07-10,0.10
2014-07-11,0.11
2014-07-14,0.11
2014-07-15,0.11
2014-07-16,0.11
2014-07-17,0.10
2014-07-18,0.10
2014-07-21,0.11
2014-07-22,0.11
2014-07-23,0.11
2014-07-24,0.11
2014-07-25,0.11
2014-07-28,0.11
2014-07-29,0.12
2014-07-30,0.13
2014-07-31,0.12
2014-08-01,0.13
2014-08-04,0.12
2014-08-05,0.12
2014-08-06,0.11
2014-08-07,0.11
2014-08-08,0.10
2014-08-11,0.10
2014-08-12,0.10
2014-08-13,0.10
2014-08-14,0.10
2014-08-15,0.09
2014-08-18,0.10
2014-08-19,0.11
2014-08-20,0.12
2014-08-21,0.10
2014-08-22,0.10
2014-08-25,0.11
2014-08-26,0.12
2014-08-27,0.11
2014-08-28,0.11
2014-08-29,0.09
2014-09-01,.
2014-09-02,0.10
2014-09-03,0.11
2014-09-04,0.10
2014-09-05,0.10
2014-09-08,0.10
2014-09-09,0.11
2014-09-10,0.11
2014-09-11,0.11
2014-09-12,0.11
2014-09-15,0.11
2014-09-16,0.13
2014-09-17,0.12
2014-09-18,0.12
2014-09-19,0.11
2014-09-22,0.10
2014-09-23,0.10
2014-09-24,0.11
2014-09-25,0.10
2014-09-26,0.11
2014-09-29,0.11
2014-09-30,0.13
2014-10-01,0.10
2014-10-02,0.10
2014-10-03,0.11
2014-10-06,0.11
2014-10-07,0.10
2014-10-08,0.10
2014-10-09,0.10
2014-10-10,0.10
2014-10-13,.
2014-10-14,0.09
2014-10-15,0.10
2014-10-16,0.10
2014-10-17,0.11
2014-10-20,0.10
2014-10-21,0.10
2014-10-22,0.11
2014-10-23,0.11
2014-10-24,0.11
2014-10-27,0.11
2014-10-28,0.11
2014-10-29,0.11
2014-10-30,0.11
2014-10-31,0.11
2014-11-03,0.12
2014-11-04,0.11
2014-11-05,0.11
2014-11-06,0.12
2014-11-07,0.12
2014-11-10,0.13
2014-11-11,.
2014-11-12,0.14
2014-11-13,0.15
2014-11-14,0.15
2014-11-17,0.15
2014-11-18,0.14
2014-11-19,0.15
2014-11-20,0.14
2014-11-21,0.14
2014-11-24,0.14
2014-11-25,0.14
2014-11-26,0.14
2014-11-27,.
2014-11-28,0.13
2014-12-01,0.13
2014-12-02,0.14
2014-12-03,0.15
2014-12-04,0.14
2014-12-05,0.18
2014-12-08,0.18
2014-12-09,0.23
2014-12-10,0.21
2014-12-11,0.21
2014-12-12,0.19
2014-12-15,0.22
2014-12-16,0.21
2014-12-17,0.23
2014-12-18,0.25
2014-12-19,0.26
2014-12-22,0.28
2014-12-23,0.26
2014-12-24,0.26
2014-12-25,.
2014-12-26,0.26
2014-12-29,0.25
2014-12-30,0.23
2014-12-31,0.25
2015-01-01,.
2015-01-02,0.25
2015-01-05,0.26
2015-01-06,0.25
2015-01-07,0.25
2015-01-08,0.23
2015-01-09,0.22
2015-01-12,0.19
2015-01-13,0.20
2015-01-14,0.18
2015-01-15,0.16
2015-01-16,0.17
2015-01-19,.
2015-01-20,0.17
2015-01-21,0.17
2015-01-22,0.17
2015-01-23,0.17
2015-01-26,0.18
2015-01-27,0.17
2015-01-28,0.17
2015-01-29,0.17
2015-01-30,0.18
2015-02-02,0.17
2015-02-03,0.21
2015-02-04,0.20
2015-02-05,0.20
2015-02-06,0.26
2015-02-09,0.24
2015-02-10,0.25
2015-02-11,0.24
2015-02-12,0.23
2015-02-13,0.23
2015-02-16,.
2015-02-17,0.25
2015-02-18,0.23
2015-02-19,0.23
2015-02-20,0.23
2015-02-23,0.22
2015-02-24,0.22
2015-02-25,0.21
2015-02-26,0.22
2015-02-27,0.22
2015-03-02,0.22
2015-03-03,0.26
2015-03-04,0.26
2015-03-05,0.25
2015-03-06,0.27
2015-03-09,0.27
2015-03-10,0.25
2015-03-11,0.25
2015-03-12,0.24
2015-03-13,0.24
2015-03-16,0.26
2015-03-17,0.27
2015-03-18,0.23
2015-03-19,0.26
2015-03-20,0.24
2015-03-23,0.24
2015-03-24,0.24
2015-03-25,0.25
2015-03-26,0.28
2015-03-27,0.27
2015-03-30,0.27
2015-03-31,0.26
2015-04-01,0.27
2015-04-02,0.25
2015-04-03,0.21
2015-04-06,0.21
2015-04-07,0.22
2015-04-08,0.22
2015-04-09,0.22
2015-04-10,0.24
2015-04-13,0.23
2015-04-14,0.23
2015-04-15,0.23
2015-04-16,0.22
2015-04-17,0.23
2015-04-20,0.24
2015-04-21,0.23
2015-04-22,0.23
2015-04-23,0.24
2015-04-24,0.24
2015-04-27,0.25
2015-04-28,0.24
2015-04-29,0.25
2015-04-30,0.24
2015-05-01,0.25
2015-05-04,0.25
2015-05-05,0.24
2015-05-06,0.25
2015-05-07,0.24
2015-05-08,0.23
2015-05-11,0.25
2015-05-12,0.25
2015-05-13,0.24
2015-05-14,0.23
2015-05-15,0.23
2015-05-18,0.22
2015-05-19,0.23
2015-05-20,0.23
2015-05-21,0.22
2015-05-22,0.23
2015-05-25,.
2015-05-26,0.24
2015-05-27,0.27
2015-05-28,0.26
2015-05-29,0.26
2015-06-01,0.26
2015-06-02,0.26
2015-06-03,0.26
2015-06-04,0.27
2015-06-05,0.29
2015-06-08,0.27
2015-06-09,0.27
2015-06-10,0.28
2015-06-11,0.28
2015-06-12,0.28
2015-06-15,0.28
2015-06-16,0.28
2015-06-17,0.27
2015-06-18,0.26
2015-06-19,0.25
2015-06-22,0.27
2015-06-23,0.30
2015-06-24,0.30
2015-06-25,0.29
2015-06-26,0.29
2015-06-29,0.27
2015-06-30,0.28
2015-07-01,0.28
2015-07-02,0.26
2015-07-03,.
2015-07-06,0.26
2015-07-07,0.25
2015-07-08,0.24
2015-07-09,0.25
2015-07-10,0.28
2015-07-13,0.28
2015-07-14,0.27
2015-07-15,0.28
2015-07-16,0.29
2015-07-17,0.29
2015-07-20,0.31
2015-07-21,0.34
2015-07-22,0.34
2015-07-23,0.33
2015-07-24,0.32
2015-07-27,0.32
2015-07-28,0.32
2015-07-29,0.33
2015-07-30,0.36
2015-07-31,0.33
2015-08-03,0.33
2015-08-04,0.37
2015-08-05,0.38
2015-08-06,0.35
2015-08-07,0.38
2015-08-10,0.40
2015-08-11,0.37
2015-08-12,0.37
2015-08-13,0.40
2015-08-14,0.41
2015-08-17,0.40
2015-08-18,0.42
2015-08-19,0.39
2015-08-20,0.39
2015-08-21,0.36
2015-08-24,0.33
2015-08-25,0.36
2015-08-26,0.35
2015-08-27,0.36
2015-08-28,0.38
2015-08-31,0.39
2015-09-01,0.39
2015-09-02,0.37
2015-09-03,0.36
2015-09-04,0.36
2015-09-07,.
2015-09-08,0.39
2015-09-09,0.39
2015-09-10,0.39
2015-09-11,0.40
2015-09-14,0.40
2015-09-15,0.47
2015-09-16,0.46
2015-09-17,0.39
2015-09-18,0.35
2015-09-21,0.36
2015-09-22,0.35
2015-09-23,0.34
2015-09-24,0.32
2015-09-25,0.35
2015-09-28,0.34
2015-09-29,0.33
2015-09-30,0.33
2015-10-01,0.31
2015-10-02,0.25
2015-10-05,0.26
2015-10-06,0.26
2015-10-07,0.27
2015-10-08,0.27
2015-10-09,0.28
2015-10-12,.
2015-10-13,0.27
2015-10-14,0.21
2015-10-15,0.22
2015-10-16,0.23
2015-10-19,0.23
2015-10-20,0.23
2015-10-21,0.23
2015-10-22,0.23
2015-10-23,0.24
2015-10-26,0.25
2015-10-27,0.29
2015-10-28,0.33
2015-10-29,0.33
2015-10-30,0.34
2015-11-02,0.37
2015-11-03,0.39
2015-11-04,0.40
2015-11-05,0.42
2015-11-06,0.47
2015-11-09,0.47
2015-11-10,0.51
2015-11-11,.
2015-11-12,0.51
2015-11-13,0.50
2015-11-16,0.50
2015-11-17,0.50
2015-11-18,0.49
2015-11-19,0.49
2015-11-20,0.49
2015-11-23,0.50
2015-11-24,0.52
2015-11-25,0.52
2015-11-26,.
2015-11-27,0.50
2015-11-30,0.51
2015-12-01,0.51
2015-12-02,0.52
2015-12-03,0.57
2015-12-04,0.60
2015-12-07,0.67
2015-12-08,0.76
2015-12-09,0.72
2015-12-10,0.71
2015-12-11,0.68
2015-12-14,0.68
2015-12-15,0.69
2015-12-16,0.70
2015-12-17,0.69
2015-12-18,0.67
2015-12-21,0.64
2015-12-22,0.66
2015-12-23,0.65
2015-12-24,0.64
2015-12-25,.
2015-12-28,0.66
2015-12-29,0.67
2015-12-30,0.64
2015-12-31,0.65
2016-01-01,.
2016-01-04,0.61
2016-01-05,0.68
2016-01-06,0.67
2016-01-07,0.66
2016-01-08,0.64
2016-01-11,0.63
2016-01-12,0.62
2016-01-13,0.60
2016-01-14,0.55
2016-01-15,0.49
2016-01-18,.
2016-01-19,0.48
2016-01-20,0.43
2016-01-21,0.44
2016-01-22,0.47
2016-01-25,0.47
2016-01-26,0.47
2016-01-27,0.47
2016-01-28,0.47
2016-01-29,0.47
2016-02-01,0.47
2016-02-02,0.54
2016-02-03,0.54
2016-02-04,0.52
2016-02-05,0.55
2016-02-08,0.51
2016-02-09,0.52
2016-02-10,0.52
2016-02-11,0.47
2016-02-12,0.51
2016-02-15,.
2016-02-16,0.51
2016-02-17,0.53
2016-02-18,0.53
2016-02-19,0.53
2016-02-22,0.55
2016-02-23,0.55
2016-02-24,0.55
2016-02-25,0.56
2016-02-26,0.60
2016-02-29,0.62
2016-03-01,0.68
2016-03-02,0.67
2016-03-03,0.65
2016-03-04,0.67
2016-03-07,0.67
2016-03-08,0.68
2016-03-09,0.68
2016-03-10,0.69
2016-03-11,0.70
2016-03-14,0.70
2016-03-15,0.71
2016-03-16,0.66
2016-03-17,0.64
2016-03-18,0.62
2016-03-21,0.63
2016-03-22,0.64
2016-03-23,0.64
2016-03-24,0.63
2016-03-25,.
2016-03-28,0.65
2016-03-29,0.63
2016-03-30,0.61
2016-03-31,0.59
2016-04-01,0.62
2016-04-04,0.59
2016-04-05,0.56
2016-04-06,0.55
2016-04-07,0.52
2016-04-08,0.54
2016-04-11,0.53
2016-04-12,0.54
2016-04-13,0.55
2016-04-14,0.55
2016-04-15,0.53
2016-04-18,0.52
2016-04-19,0.53
2016-04-20,0.54
2016-04-21,0.56
2016-04-22,0.56
2016-04-25,0.57
2016-04-26,0.61
2016-04-27,0.58
2016-04-28,0.56
2016-04-29,0.56
2016-05-02,0.55
2016-05-03,0.53
2016-05-04,0.52
2016-05-05,0.51
2016-05-06,0.51
2016-05-09,0.51
2016-05-10,0.52
2016-05-11,0.53
2016-05-12,0.54
2016-05-13,0.55
2016-05-16,0.57
2016-05-17,0.58
2016-05-18,0.63
2016-05-19,0.64
2016-05-20,0.67
2016-05-23,0.69
2016-05-24,0.69
2016-05-25,0.67
2016-05-26,0.65
2016-05-27,0.68
2016-05-30,.
2016-05-31,0.68
2016-06-01,0.70
2016-06-02,0.68
2016-06-03,0.60
2016-06-06,0.60
2016-06-07,0.59
2016-06-08,0.60
2016-06-09,0.59
2016-06-10,0.57
2016-06-13,0.55
2016-06-14,0.55
2016-06-15,0.52
2016-06-16,0.53
2016-06-17,0.51
2016-06-20,0.56
2016-06-21,0.57
2016-06-22,0.56
2016-06-23,0.58
2016-06-24,0.48
2016-06-27,0.45
2016-06-28,0.45
2016-06-29,0.46
2016-06-30,0.45
2016-07-01,0.45
2016-07-04,.
2016-07-05,0.44
2016-07-06,0.46
2016-07-07,0.47
2016-07-08,0.48
2016-07-11,0.50
2016-07-12,0.52
2016-07-13,0.51
2016-07-14,0.53
2016-07-15,0.52
2016-07-18,0.52
2016-07-19,0.56
2016-07-20,0.56
2016-07-21,0.54
2016-07-22,0.55
2016-07-25,0.55
2016-07-26,0.55
2016-07-27,0.53
2016-07-28,0.53
2016-07-29,0.50
2016-08-01,0.50
2016-08-02,0.50
2016-08-03,0.53
2016-08-04,0.51
2016-08-05,0.56
2016-08-08,0.57
2016-08-09,0.55
2016-08-10,0.55
2016-08-11,0.55
2016-08-12,0.56
2016-08-15,0.56
2016-08-16,0.57
2016-08-17,0.58
2016-08-18,0.58
2016-08-19,0.59
2016-08-22,0.58
2016-08-23,0.58
2016-08-24,0.59
2016-08-25,0.60
2016-08-26,0.62
2016-08-29,0.62
2016-08-30,0.61
2016-08-31,0.61
2016-09-01,0.60
2016-09-02,0.59
2016-09-05,.
2016-09-06,0.56
2016-09-07,0.57
2016-09-08,0.57
2016-09-09,0.58
2016-09-12,0.57
2016-09-13,0.63
2016-09-14,0.62
2016-09-15,0.60
2016-09-16,0.61
2016-09-19,0.60
2016-09-20,0.61
2016-09-21,0.61
2016-09-22,0.60
2016-09-23,0.60
2016-09-26,0.58
2016-09-27,0.58
2016-09-28,0.60
2016-09-29,0.59
2016-09-30,0.59
2016-10-03,0.63
2016-10-04,0.64
2016-10-05,0.65
2016-10-06,0.65
2016-10-07,0.66
2016-10-10,.
2016-10-11,0.69
2016-10-12,0.68
2016-10-13,0.66
2016-10-14,0.66
2016-10-17,0.65
2016-10-18,0.66
2016-10-19,0.65
2016-10-20,0.66
2016-10-21,0.66
2016-10-24,0.66
2016-10-25,0.66
2016-10-26,0.67
2016-10-27,0.68
2016-10-28,0.66
2016-10-31,0.66
2016-11-01,0.65
2016-11-02,0.64
2016-11-03,0.64
2016-11-04,0.62
2016-11-07,0.63
2016-11-08,0.71
2016-11-09,0.72
2016-11-10,0.72
2016-11-11,.
2016-11-14,0.77
2016-11-15,0.78
2016-11-16,0.76
2016-11-17,0.77
2016-11-18,0.77
2016-11-21,0.78
2016-11-22,0.78
2016-11-23,0.80
2016-11-24,.
2016-11-25,0.81
2016-11-28,0.79
2016-11-29,0.78
2016-11-30,0.80
2016-12-01,0.82
2016-12-02,0.80
2016-12-05,0.82
2016-12-06,0.83
2016-12-07,0.85
2016-12-08,0.84
2016-12-09,0.85
2016-12-12,0.85
2016-12-13,0.88
2016-12-14,0.92
2016-12-15,0.91
2016-12-16,0.91
2016-12-19,0.90
2016-12-20,0.90
2016-12-21,0.88
2016-12-22,0.87
2016-12-23,0.87
2016-12-26,.
2016-12-27,0.89
2016-12-28,0.90
2016-12-29,0.85
2016-12-30,0.85
2017-01-02,.
2017-01-03,0.89
2017-01-04,0.87
2017-01-05,0.83
2017-01-06,0.85
2017-01-09,0.82
2017-01-10,0.82
2017-01-11,0.82
2017-01-12,0.81
2017-01-13,0.82
2017-01-16,.
2017-01-17,0.80
2017-01-18,0.82
2017-01-19,0.83
2017-01-20,0.82
2017-01-23,0.79
2017-01-24,0.81
2017-01-25,0.82
2017-01-26,0.82
2017-01-27,0.82
2017-01-30,0.81
2017-01-31,0.84
2017-02-01,0.83
2017-02-02,0.84
2017-02-03,0.82
2017-02-06,0.79
2017-02-07,0.80
2017-02-08,0.79
2017-02-09,0.80
2017-02-10,0.81
2017-02-13,0.82
2017-02-14,0.84
2017-02-15,0.86
2017-02-16,0.82
2017-02-17,0.82
2017-02-20,.
2017-02-21,0.83
2017-02-22,0.82
2017-02-23,0.81
2017-02-24,0.80
2017-02-27,0.81
2017-02-28,0.88
2017-03-01,0.92
2017-03-02,0.98
2017-03-03,0.98
2017-03-06,0.97
2017-03-07,1.02
2017-03-08,1.03
2017-03-09,1.04
2017-03-10,1.03
2017-03-13,1.06
2017-03-14,1.06
2017-03-15,1.02
2017-03-16,1.01
2017-03-17,1.00
2017-03-20,1.01
2017-03-21,1.00
2017-03-22,0.99
2017-03-23,0.99
2017-03-24,1.00
2017-03-27,1.00
2017-03-28,1.03
2017-03-29,1.04
2017-03-30,1.03
2017-03-31,1.03
2017-04-03,1.02
2017-04-04,1.03
2017-04-05,1.03
2017-04-06,1.05
2017-04-07,1.08
2017-04-10,1.07
2017-04-11,1.05
2017-04-12,1.04
2017-04-13,1.03
2017-04-14,.
2017-04-17,1.04
2017-04-18,1.02
2017-04-19,1.02
2017-04-20,1.01
2017-04-21,0.99
2017-04-24,1.03
2017-04-25,1.09
2017-04-26,1.07
2017-04-27,1.06
2017-04-28,1.07
2017-05-01,1.09
2017-05-02,1.08
2017-05-03,1.10
2017-05-04,1.11
2017-05-05,1.10
2017-05-08,1.12
2017-05-09,1.14
2017-05-10,1.13
2017-05-11,1.13
2017-05-12,1.11
2017-05-15,1.11
2017-05-16,1.11
2017-05-17,1.08
2017-05-18,1.09
2017-05-19,1.10
2017-05-22,1.12
2017-05-23,1.14
2017-05-24,1.18
2017-05-25,1.16
2017-05-26,1.17
2017-05-29,.
2017-05-30,1.16
2017-05-31,1.17
2017-06-01,1.16
2017-06-02,1.16
2017-06-05,1.16
2017-06-06,1.16
2017-06-07,1.17
2017-06-08,1.19
2017-06-09,1.20
2017-06-12,1.19
2017-06-13,1.22
2017-06-14,1.20
2017-06-15,1.21
2017-06-16,1.21
2017-06-19,1.22
2017-06-20,1.22
2017-06-21,1.22
2017-06-22,1.22
2017-06-23,1.21
2017-06-26,1.20
2017-06-27,1.22
2017-06-28,1.21
2017-06-29,1.23
2017-06-30,1.24
2017-07-03,1.24
2017-07-04,.
2017-07-05,1.24
2017-07-06,1.23
2017-07-07,1.22
2017-07-10,1.23
2017-07-11,1.20
2017-07-12,1.21
2017-07-13,1.23
2017-07-14,1.22
2017-07-17,1.22
2017-07-18,1.19
2017-07-19,1.23
2017-07-20,1.22
2017-07-21,1.22
2017-07-24,1.23
2017-07-25,1.24
2017-07-26,1.23
2017-07-27,1.22
2017-07-28,1.22
2017-07-31,1.23
2017-08-01,1.22
2017-08-02,1.24
2017-08-03,1.22
2017-08-04,1.23
2017-08-07,1.22
2017-08-08,1.24
2017-08-09,1.21
2017-08-10,1.22
2017-08-11,1.21
2017-08-14,1.23
2017-08-15,1.23
2017-08-16,1.24
2017-08-17,1.24
2017-08-18,1.24
2017-08-21,1.23
2017-08-22,1.24
2017-08-23,1.22
2017-08-24,1.23
2017-08-25,1.23
2017-08-28,1.24
2017-08-29,1.23
2017-08-30,1.23
2017-08-31,1.23
2017-09-01,1.24
2017-09-04,.
2017-09-05,1.23
2017-09-06,1.24
2017-09-07,1.21
2017-09-08,1.22
2017-09-11,1.24
2017-09-12,1.27
2017-09-13,1.27
2017-09-14,1.28
2017-09-15,1.30
2017-09-18,1.30
2017-09-19,1.31
2017-09-20,1.32
2017-09-21,1.31
2017-09-22,1.30
2017-09-25,1.30
2017-09-26,1.31
2017-09-27,1.33
2017-09-28,1.31
2017-09-29,1.31
2017-10-02,1.31
2017-10-03,1.32
2017-10-04,1.33
2017-10-05,1.35
2017-10-06,1.35
2017-10-09,.
2017-10-10,1.42
2017-10-11,1.40
2017-10-12,1.41
2017-10-13,1.39
2017-10-16,1.42
2017-10-17,1.41
2017-10-18,1.42
2017-10-19,1.41
2017-10-20,1.43
2017-10-23,1.42
2017-10-24,1.43
2017-10-25,1.43
2017-10-26,1.43
2017-10-27,1.42
2017-10-30,1.42
2017-10-31,1.43
2017-11-01,1.46
2017-11-02,1.46
2017-11-03,1.49
2017-11-06,1.50
2017-11-07,1.49
2017-11-08,1.53
2017-11-09,1.53
2017-11-10,1.54
2017-11-13,1.55
2017-11-14,1.55
2017-11-15,1.55
2017-11-16,1.59
2017-11-17,1.60
2017-11-20,1.62
2017-11-21,1.62
2017-11-22,1.61
2017-11-23,.
2017-11-24,1.61
2017-11-27,1.62
2017-11-28,1.61
2017-11-29,1.61
2017-11-30,1.62
2017-12-01,1.62
2017-12-04,1.66
2017-12-05,1.64
2017-12-06,1.68
2017-12-07,1.67
2017-12-08,1.65
2017-12-11,1.69
2017-12-12,1.70
2017-12-13,1.68
2017-12-14,1.70
2017-12-15,1.71
2017-12-18,1.70
2017-12-19,1.71
2017-12-20,1.72
2017-12-21,1.73
2017-12-22,1.73
2017-12-25,.
2017-12-26,1.75
2017-12-27,1.75
2017-12-28,1.76
2017-12-29,1.76
2018-01-01,.
2018-01-02,1.83
2018-01-03,1.81
2018-01-04,1.82
2018-01-05,1.80
2018-01-08,1.79
2018-01-09,1.78
2018-01-10,1.78
2018-01-11,1.77
2018-01-12,1.78
2018-01-15,.
2018-01-16,1.79
2018-01-17,1.79
2018-01-18,1.79
2018-01-19,1.79
2018-01-22,1.79
2018-01-23,1.78
2018-01-24,1.79
2018-01-25,1.80
2018-01-26,1.80
2018-01-29,1.80
2018-01-30,1.88
2018-01-31,1.90
2018-02-01,1.89
2018-02-02,1.88
2018-02-05,1.85
2018-02-06,1.87
2018-02-07,1.91
2018-02-08,1.91
2018-02-09,1.89
2018-02-12,1.93
2018-02-13,1.95
2018-02-14,1.98
2018-02-15,1.99
2018-02-16,2.00
2018-02-19,.
2018-02-20,2.01
2018-02-21,2.03
2018-02-22,2.02
2018-02-23,2.02
2018-02-26,2.03
2018-02-27,2.08
2018-02-28,2.07
2018-03-01,2.05
2018-03-02,2.06
2018-03-05,2.06
2018-03-06,2.06
2018-03-07,2.05
2018-03-08,2.05
2018-03-09,2.03
2018-03-12,2.05
2018-03-13,2.03
2018-03-14,2.05
2018-03-15,2.07
2018-03-16,2.08
2018-03-19,2.08
2018-03-20,2.08
2018-03-21,2.06
2018-03-22,2.05
2018-03-23,2.04
2018-03-26,2.06
2018-03-27,2.10
2018-03-28,2.12
2018-03-29,2.09
2018-03-30,.
2018-04-02,2.08
2018-04-03,2.09
2018-04-04,2.07
2018-04-05,2.07
2018-04-06,2.06
2018-04-09,2.08
2018-04-10,2.09
2018-04-11,2.09
2018-04-12,2.11
2018-04-13,2.12
2018-04-16,2.12
2018-04-17,2.16
2018-04-18,2.17
2018-04-19,2.21
2018-04-20,2.22
2018-04-23,2.25
2018-04-24,2.25
2018-04-25,2.26
2018-04-26,2.25
2018-04-27,2.24
2018-04-30,2.24
2018-05-01,2.26
2018-05-02,2.24
2018-05-03,2.24
2018-05-04,2.24
2018-05-07,2.25
2018-05-08,2.26
2018-05-09,2.27
2018-05-10,2.27
2018-05-11,2.28
2018-05-14,2.28
2018-05-15,2.31
2018-05-16,2.32
2018-05-17,2.32
2018-05-18,2.32
2018-05-21,2.35
2018-05-22,2.34
2018-05-23,2.29
2018-05-24,2.28
2018-05-25,2.27
2018-05-28,.
2018-05-29,2.17
2018-05-30,2.23
2018-05-31,2.23
2018-06-01,2.28
2018-06-04,2.30
2018-06-05,2.32
2018-06-06,2.32
2018-06-07,2.31
2018-06-08,2.30
2018-06-11,2.32
2018-06-12,2.31
2018-06-13,2.35
2018-06-14,2.35
2018-06-15,2.35
2018-06-18,2.35
2018-06-19,2.34
2018-06-20,2.36
2018-06-21,2.34
2018-06-22,2.33
2018-06-25,2.34
2018-06-26,2.33
2018-06-27,2.33
2018-06-28,2.33
2018-06-29,2.33
2018-07-02,2.34
2018-07-03,2.33
2018-07-04,.
2018-07-05,2.32
2018-07-06,2.34
2018-07-09,2.34
2018-07-10,2.36
2018-07-11,2.36
2018-07-12,2.39
2018-07-13,2.37
2018-07-16,2.39
2018-07-17,2.39
2018-07-18,2.43
2018-07-19,2.40
2018-07-20,2.41
2018-07-23,2.42
2018-07-24,2.42
2018-07-25,2.42
2018-07-26,2.41
2018-07-27,2.43
2018-07-30,2.43
2018-07-31,2.44
2018-08-01,2.45
2018-08-02,2.45
2018-08-03,2.43
2018-08-06,2.44
2018-08-07,2.45
2018-08-08,2.44
2018-08-09,2.44
2018-08-10,2.42
