DATE,DGS2
2018-08-14,2.63
2018-08-15,2.61
2018-08-16,2.63
2018-08-17,2.61
2018-08-20,2.60
2018-08-21,2.61
2018-08-22,2.60
2018-08-23,2.61
2018-08-24,2.63
2018-08-27,2.67
2018-08-28,2.67
2018-08-29,2.67
2018-08-30,2.64
2018-08-31,2.62
2018-09-03,.
2018-09-04,2.66
2018-09-05,2.66
2018-09-06,2.64
2018-09-07,2.71
2018-09-10,2.73
2018-09-11,2.76
2018-09-12,2.74
2018-09-13,2.76
2018-09-14,2.78
