DATE,PAYEMS,CEU0500000003,USPRIV,AWHNONAG,CES9091000001,USGOVT,UNEMPLOY,LNS13023622,LNS13023706,LNS13023654,LNS13026511,MVPHGFD027MNFRBDAL,MPCTXXXXS,MPCTNRXXS,MPCT00XXS,MNFCTRIRSA,MNFCTRMPCIMSA,MNFCTRMPCSMSA,MARTSMPCSM44000USS,MORTGAGE30US,MORTGAGE15US,DGS1,DGS2,DGS5,DGS10,Crude_Oil_Price
9/1/06,136870,20.35,114788,33.8,2732,22082,6847,46.7,11.4,12.7,34,4207.5,-0.9,0.1,-1.7,1.24,1,-1.8,-0.6,6.5,6.1,NaN,NaN,NaN,4.7,NaN
10/1/06,136882,20.51,114814,33.9,2731,22068,6727,46.4,11.6,14.1,32.3,4244.1,-1.1,-0.2,-2.1,1.26,0.6,-0.8,-0.2,6.4,6.0,NaN,NaN,NaN,4.7,NaN
11/1/06,137090,20.44,115007,33.8,2729,22083,6872,47.5,11.4,14.3,33.2,4313,-0.1,2,-2.2,1.25,0.4,1,0.2,6.4,6.0,NaN,NaN,NaN,4.6,NaN
12/1/06,137263,20.6,115175,33.9,2730,22088,6762,47.9,11.6,14.3,33.6,4240.4,1.1,3,-0.8,1.22,0.2,3.3,1.1,6.2,5.9,NaN,NaN,NaN,4.6,NaN
1/1/07,137497,20.69,115402,33.8,2731,22095,7116,48.6,11.2,14.6,34,4216.3,0.3,1.7,-1.2,1.25,0.2,-2.5,0.1,6.1,6.0,NaN,NaN,NaN,4.8,NaN
2/1/07,137582,20.78,115451,33.7,2732,22131,6927,49.1,12.2,15,34.1,4316.9,0,1.2,-1.2,1.23,0.6,2.2,0.2,6.2,6.0,NaN,NaN,NaN,4.7,NaN
3/1/07,137796,20.75,115647,33.9,2731,22149,6731,47.2,11.5,12.7,34.5,4405.9,0.7,1.9,-0.6,1.22,0.4,1.4,0.8,6.3,5.9,NaN,NaN,NaN,4.6,NaN
4/1/07,137855,20.99,115680,33.9,2732,22175,6850,48.8,10.8,14.5,34.2,4358.7,0.3,1.3,-0.7,1.22,0.8,0.5,-0.3,6.2,5.9,NaN,NaN,NaN,4.7,NaN
5/1/07,138008,20.77,115815,33.8,2733,22193,6766,49.5,11,14.2,35.3,4287.1,1,3.3,-1.7,1.22,0.9,1.5,1.4,6.2,6.0,NaN,NaN,NaN,4.7,NaN
6/1/07,138085,20.77,115878,33.9,2729,22207,6979,48.6,11.9,12.7,35.9,4233.1,0.1,1.5,-1.6,1.22,0.4,0.2,-0.9,6.3,6.3,NaN,NaN,NaN,5.1,NaN
7/1/07,138055,20.94,115884,33.8,2727,22171,7149,51.3,11.5,14.2,37.1,4333.5,-0.7,0.3,-1.9,1.22,0.1,-0.2,0.4,6.7,6.4,NaN,NaN,NaN,5.0,NaN
8/1/07,138027,20.8,115801,33.8,2738,22226,7067,51.4,11.3,13.7,37.7,4463.2,0.3,2.8,-2.9,1.22,0.3,0.4,0.5,6.7,6.2,NaN,NaN,NaN,4.7,NaN
9/1/07,138123,21.13,115844,33.8,2737,22279,7170,49.5,11.5,12.7,36.8,4425.2,0,2.3,-3.2,1.22,1,0.9,0.4,6.6,6.0,NaN,NaN,NaN,4.5,NaN
10/1/07,138201,21.01,115904,33.8,2734,22297,7237,51,10.8,14.4,36.6,4438.3,-0.5,1.7,-3.6,1.21,0.4,1.2,0.6,6.4,6.0,NaN,NaN,NaN,4.5,NaN
11/1/07,138307,21.07,115973,33.8,2744,22334,7240,50.5,10.6,13.6,36.9,4636.1,-1.7,-0.5,-3.4,1.2,0.9,2.3,1.1,6.4,5.9,NaN,NaN,NaN,4.1,NaN
12/1/07,138411,21.3,116035,33.8,2756,22376,7645,50.5,10.2,12.6,37.9,4635,-1.7,-0.3,-3.7,1.22,1,-0.8,-1.4,6.2,5.8,NaN,NaN,NaN,4.1,NaN
1/1/08,138419,21.29,116031,33.7,2738,22388,7685,51,10.9,14.1,36.9,4747.7,-0.3,1.4,-3.2,1.22,1,1.1,0.4,6.1,5.3,NaN,NaN,NaN,3.7,NaN
2/1/08,138338,21.36,115921,33.7,2747,22417,7497,52.1,10.6,13.3,38.8,4903,-1.2,0.3,-3.7,1.23,0.3,-0.5,-0.8,5.8,5.4,NaN,NaN,NaN,3.7,NaN
3/1/08,138283,21.52,115840,33.8,2752,22443,7822,53.2,10.3,13.9,39.3,5083.2,0.5,0.3,0.8,1.24,0.5,-0.5,0.2,5.9,5.4,NaN,NaN,NaN,3.5,NaN
4/1/08,138054,21.43,115604,33.8,2755,22450,7637,53.1,11.1,14.5,38.6,4971.1,-0.1,0.4,-1.2,1.21,-0.1,2.8,-0.1,6.0,5.5,NaN,NaN,NaN,3.7,NaN
5/1/08,137870,21.4,115387,33.7,2757,22483,8395,50.6,10.3,12.7,37.8,5013.9,0,0.5,-1,1.21,0.3,0.3,0.9,5.9,5.6,NaN,NaN,NaN,3.9,NaN
6/1/08,137716,21.48,115199,33.7,2759,22517,8575,51.2,10,12.7,38.5,5049.1,-1.1,-0.6,-1.9,1.2,0.8,1.4,0.1,6.0,5.9,NaN,NaN,NaN,4.1,NaN
7/1/08,137503,21.44,114935,33.6,2767,22568,8937,50.9,9.9,12,38.9,5165,-0.2,0.9,-2.3,1.2,0.1,0,-0.5,6.3,6.0,NaN,NaN,NaN,4.0,NaN
8/1/08,137226,21.49,114659,33.7,2766,22567,9438,52.4,10.8,13.2,39.2,5256,-1.6,-0.7,-3.5,1.24,0.4,-2.7,-0.8,6.4,6.0,NaN,NaN,NaN,3.9,NaN
9/1/08,136783,21.68,114246,33.6,2768,22537,9494,54.4,10.3,13.9,40.5,5579.9,-0.9,0.2,-3,1.26,-1.2,-3.1,-1.7,6.5,5.6,NaN,NaN,NaN,3.7,NaN
10/1/08,136308,21.72,113759,33.6,2772,22549,10074,56.6,9.2,13.1,43.5,6012.8,-0.3,1.1,-3.3,1.31,-1.2,-4.4,-4.1,6.0,5.9,NaN,NaN,NaN,3.8,NaN
11/1/08,135549,21.97,112989,33.4,2778,22560,10538,58.7,8.7,13.4,45.3,6261.5,-2,-0.7,-4.8,1.39,-1.5,-7.6,-4.3,6.2,5.8,NaN,NaN,NaN,3.5,NaN
12/1/08,134842,21.96,112286,33.3,2775,22556,11286,59,8.8,13.4,45.7,6348.8,-3.4,-2.3,-6,1.43,-3,-5.5,-2.4,6.1,5.0,NaN,NaN,NaN,2.4,NaN
1/1/09,134055,22.05,111476,33.3,2786,22579,12058,62.4,7.5,12.5,49.9,6208.9,-3.1,-2.2,-5.1,1.46,-1,-3.3,1.6,5.3,4.7,NaN,NaN,NaN,2.5,NaN
2/1/09,133351,22.22,110775,33.2,2795,22576,12898,62.9,6.5,11.8,51,6442,-0.4,1.8,-5.6,1.43,-1.5,0.6,-0.3,5.0,4.8,NaN,NaN,NaN,2.9,NaN
3/1/09,132549,22.22,109989,33.1,2797,22560,13426,64.1,6.6,12.1,52,6778.8,-0.7,0.8,-4.8,1.46,-1.2,-3,-1.8,5.1,4.6,NaN,NaN,NaN,2.8,NaN
4/1/09,131845,22.13,109168,33.1,2922,22677,13853,64.8,6.3,12.2,52.6,6700.3,-3.2,-2.8,-4.3,1.47,-1.2,-1.5,0.4,5.0,4.5,NaN,NaN,NaN,2.9,NaN
5/1/09,131491,22.04,108874,33.1,2860,22617,14499,65,6.2,12.4,52.6,6691.1,-1.5,-0.8,-3.4,1.45,-0.6,0.5,1,4.8,4.5,NaN,NaN,NaN,3.3,NaN
6/1/09,131022,21.96,108446,33,2814,22576,14707,64.9,5.6,11.7,53.2,6765.9,-0.7,-1.2,0.8,1.4,-1.2,2,1.9,4.9,4.9,NaN,NaN,NaN,3.7,NaN
7/1/09,130680,22,108159,33.1,2826,22521,14601,64.7,6.1,11.7,53,6887.8,-0.1,-1.3,3.2,1.39,-0.6,0.2,0.2,5.4,4.7,NaN,NaN,NaN,3.6,NaN
8/1/09,130484,22.16,107947,33.1,2825,22537,14814,64.9,5.7,11.1,53.8,7004.7,-1.4,-2.8,2.4,1.36,-0.6,1.6,2.1,5.2,4.6,NaN,NaN,NaN,3.6,NaN
9/1/09,130255,22.2,107804,33,2826,22451,15009,65.3,5.8,12.4,52.9,7065.9,-1.2,-2.5,1.9,1.33,-0.5,2,-2.6,5.2,4.5,NaN,NaN,NaN,3.4,NaN
10/1/09,130046,22.27,107522,33,2843,22524,15352,64.7,5.9,10.9,53.8,6999.5,-1.8,-2.7,0.3,1.32,0.5,1.2,1,5.1,4.4,NaN,NaN,NaN,3.4,NaN
11/1/09,130058,22.44,107525,33.2,2842,22533,15219,63.9,6.1,10,53.9,7277.4,-1.5,-2.4,0.5,1.31,0.5,1.6,0.8,5.0,4.3,NaN,NaN,NaN,3.4,NaN
12/1/09,129781,22.38,107299,33.2,2831,22482,15098,63.4,6.1,9.9,53.5,7243.5,-1.8,-2.6,0.2,1.29,-0.1,1,0.6,4.9,4.4,NaN,NaN,NaN,3.6,NaN
1/1/10,129799,22.51,107308,33.3,2860,22491,15046,61.9,6,9.7,52.2,7255.9,-2.9,-4,-0.3,1.28,0.1,1.4,0,4.9,4.4,NaN,NaN,NaN,3.7,NaN
2/1/10,129726,22.57,107250,33.1,2872,22476,15113,63.4,5.8,10.4,53,7422.4,-0.8,-1.1,-0.1,1.3,0.9,-0.5,0,5.0,4.4,NaN,NaN,NaN,3.7,NaN
3/1/10,129919,22.48,107401,33.3,2923,22518,15202,63,5.9,11,52,7716.8,0.8,1.2,0,1.28,0.4,1.9,2.5,5.0,4.3,NaN,NaN,NaN,3.7,NaN
4/1/10,130140,22.53,107571,33.4,2984,22569,15325,61.5,6.1,9.1,52.4,7914.1,1.2,1.5,0.7,1.27,0.6,1.1,0.7,5.0,4.4,NaN,NaN,NaN,3.8,NaN
5/1/10,130662,22.6,107666,33.4,3416,22996,14849,62.4,6.6,9.9,52.5,8043.1,-0.4,-0.1,-1,1.28,0.2,-0.4,-1,5.1,4.3,NaN,NaN,NaN,3.4,NaN
6/1/10,130522,22.34,107782,33.3,3193,22740,14474,62.8,6.2,9.4,53.4,8264.8,0.1,0.4,-0.4,1.29,0.8,0.1,0,4.9,4.2,NaN,NaN,NaN,3.2,NaN
7/1/10,130444,22.41,107875,33.4,3051,22569,14512,62.1,6.2,8.2,53.9,8359.1,-3.1,-3.4,-2.5,1.28,0.7,1.2,0.1,4.7,4.0,NaN,NaN,NaN,3.0,NaN
8/1/10,130428,22.55,108008,33.5,2945,22420,14648,62.3,5.9,9.9,52.5,8680,0.2,1.3,-2.1,1.28,0.6,0.4,0.6,4.6,3.9,NaN,NaN,NaN,2.7,NaN
9/1/10,130365,22.6,108118,33.5,2869,22247,14579,62.8,5.5,9.2,53.6,8737.1,0.6,1,-0.1,1.28,1.2,1.2,0.8,4.4,3.8,NaN,NaN,NaN,2.6,NaN
10/1/10,130632,22.7,108335,33.6,2866,22297,14516,61.3,5.9,8.8,52.5,8748.7,-0.6,-0.8,-0.1,1.28,1.1,1.4,1.3,4.3,3.7,NaN,NaN,NaN,2.5,NaN
11/1/10,130761,22.69,108474,33.5,2866,22287,15081,63,5.7,9.6,53.4,8815.3,-0.1,-0.2,0.3,1.29,1.1,0.6,1.1,4.2,3.7,NaN,NaN,NaN,2.8,NaN
12/1/10,130834,22.76,108568,33.5,2870,22266,14348,61.2,6.4,9.5,51.7,8688.7,-1.5,-2.1,0,1.28,1.6,2.4,0.6,4.3,4.1,NaN,NaN,NaN,3.3,NaN
1/1/11,130878,23.16,108620,33.4,2874,22258,14013,60.1,6.5,8.7,51.5,8661,-3.8,-5.9,0.9,1.27,1,1.9,0.7,4.7,4.1,NaN,NaN,NaN,3.4,NaN
2/1/11,131060,22.99,108845,33.5,2876,22215,13820,60.2,6.4,9.4,50.8,8625.5,-0.3,-0.2,-0.4,1.28,1.1,0.1,0.8,4.8,4.2,NaN,NaN,NaN,3.6,NaN
3/1/11,131314,22.9,109122,33.5,2877,22192,13737,60.3,6.4,9,51.3,8567.2,1.6,2.1,0.6,1.26,1.3,3.2,1,5.0,4.1,NaN,NaN,NaN,3.4,NaN
4/1/11,131637,22.96,109453,33.6,2870,22184,13957,59.4,6.8,9.2,50.2,8561.3,-0.1,-0.7,1.2,1.27,1.7,0.2,0.7,4.8,4.1,NaN,NaN,NaN,3.5,NaN
5/1/11,131718,23.06,109589,33.6,2871,22129,13855,60,6.6,9,50.9,8575.4,0.9,1.2,0.2,1.3,1.3,-0.5,-0.3,4.8,3.8,NaN,NaN,NaN,3.2,NaN
6/1/11,131952,22.81,109788,33.6,2860,22164,13962,58.8,7,8.5,50.2,8461,2.6,3.5,0.7,1.29,0.4,0.7,0.7,4.6,3.7,NaN,NaN,NaN,3.0,NaN
7/1/11,132024,22.94,109975,33.7,2862,22049,13763,59.2,6.8,8.6,50.6,8561.8,-0.5,-1,0.5,1.29,0.6,1.1,-0.1,4.5,3.7,NaN,NaN,NaN,3.0,NaN
8/1/11,132136,22.85,110119,33.6,2850,22017,13818,58.2,7.1,8.6,49.6,8949.5,2.6,3.4,0.9,1.29,0.3,-0.1,0.3,4.5,3.5,NaN,NaN,NaN,2.3,NaN
9/1/11,132369,23.05,110386,33.6,2846,21983,13948,58,7,8.7,49.3,9136.3,0.3,0.7,-0.5,1.29,-0.1,-0.2,1,4.3,3.3,NaN,NaN,NaN,2.0,NaN
10/1/11,132578,23.3,110580,33.7,2850,21998,13594,57.9,8,9.1,48.7,9217.4,-0.8,-1.5,0.7,1.29,0.9,0.8,0.6,4.1,3.3,NaN,NaN,NaN,2.2,NaN
11/1/11,132723,23.15,110752,33.6,2842,21971,13302,57.5,7.6,8.9,48.7,9354.8,0.7,2.1,-2.2,1.3,0.5,0.3,0.5,4.1,3.3,NaN,NaN,NaN,2.0,NaN
12/1/11,132924,23.22,110970,33.7,2836,21954,13093,57.5,7.2,9.4,48,9463.7,1,1.3,0.3,1.29,0.1,0.6,0.2,4.0,3.2,NaN,NaN,NaN,2.0,NaN
1/1/12,133272,23.56,111326,33.8,2833,21946,12797,57.1,7.4,10,47.1,9617.2,1.1,1,1.1,1.29,0.5,0.7,0.7,4.0,3.2,NaN,NaN,NaN,2.0,NaN
2/1/12,133505,23.4,111558,33.7,2828,21947,12813,55.4,8,9,46.4,9696.8,-0.6,-0.3,-1.4,1.29,0.4,0.3,1.3,3.9,3.2,NaN,NaN,NaN,2.0,NaN
3/1/12,133769,23.39,111826,33.7,2828,21943,12713,55,8.6,9,46,9735.8,0.7,0.1,1.9,1.29,0.2,0.6,0.5,3.9,3.2,NaN,NaN,NaN,2.2,NaN
4/1/12,133841,23.61,111910,33.7,2826,21931,12646,54.2,8,8.8,45.5,9877.8,1.2,0.8,2,1.29,0,-0.5,-0.6,4.0,3.1,NaN,NaN,NaN,2.1,NaN
5/1/12,133958,23.32,112047,33.6,2823,21911,12660,55.3,7.1,9.1,46.2,10082.6,1.4,1.2,1.8,1.29,0,-0.1,-0.1,3.9,3.0,NaN,NaN,NaN,1.8,NaN
6/1/12,134026,23.27,112096,33.7,2824,21930,12692,56.2,7.3,9.8,46.4,10064.8,0.7,0.1,2.1,1.31,0,-1.4,-1,3.8,3.0,NaN,NaN,NaN,1.6,NaN
7/1/12,134182,23.48,112269,33.7,2815,21913,12656,56.2,6.9,10.7,45.5,10220.1,0,-0.6,1.3,1.31,0.4,0.2,0.4,3.7,2.8,NaN,NaN,NaN,1.5,NaN
8/1/12,134355,23.26,112439,33.7,2820,21916,12471,55.2,7.6,9.4,45.7,10346.9,0.4,-0.4,2.3,1.31,0.5,0.7,1.3,3.6,2.9,NaN,NaN,NaN,1.7,NaN
9/1/12,134549,23.67,112624,33.7,2822,21925,12115,54.3,7.9,9.8,44.4,10303.6,0.3,-0.5,2.1,1.31,0.6,1.1,0.8,3.6,2.8,NaN,NaN,NaN,1.7,NaN
10/1/12,134702,23.52,112799,33.6,2824,21903,12124,53.8,8.5,8.9,44.8,10413.5,1.2,0.2,3.2,1.31,0,0,0.2,3.5,2.7,NaN,NaN,NaN,1.7,NaN
11/1/12,134832,23.58,112949,33.7,2809,21883,12005,53.7,7.6,9,44.7,10573.3,-0.5,-0.8,0.2,1.3,0,0.6,0.3,3.4,2.7,NaN,NaN,NaN,1.7,NaN
12/1/12,135075,23.85,113188,33.7,2806,21887,12298,52.6,8,9.1,43.5,10542.9,-0.3,-0.9,0.7,1.3,0.2,0.2,0.3,3.4,2.7,NaN,NaN,NaN,1.7,NaN
1/1/13,135282,23.88,113413,33.6,2806,21869,12471,53.8,8.1,9.7,44.1,10391.7,-1.3,-2.8,1.6,1.3,0.4,0.2,0.8,3.3,2.7,NaN,NaN,NaN,1.9,NaN
2/1/13,135547,23.9,113666,33.8,2806,21881,11950,54,7.9,9.1,44.9,10641.7,1,0.8,1.4,1.28,0.1,1.9,1.3,3.4,2.8,NaN,NaN,NaN,2.0,NaN
3/1/13,135703,23.84,113833,33.8,2794,21870,11689,53.4,8.4,9.5,43.9,10685.8,-0.6,-1.9,1.8,1.3,0,-1.7,-0.8,3.5,2.8,NaN,NaN,NaN,2.0,NaN
4/1/13,135882,23.92,114013,33.7,2794,21869,11760,54.1,7.6,10.3,43.9,10708.9,1.8,2.4,0.9,1.31,-0.2,-0.9,-0.4,3.6,2.7,NaN,NaN,NaN,1.8,NaN
5/1/13,136122,23.8,114258,33.7,2775,21864,11654,52.4,8.1,8.6,43.8,10446.9,1.1,0.9,1.5,1.3,-0.3,1.1,0.5,3.4,2.7,NaN,NaN,NaN,1.9,NaN
6/1/13,136280,23.92,114440,33.7,2771,21840,11751,52,8.7,9.8,42.2,10276.6,1.1,1.3,0.8,1.3,-0.2,-0.3,0.4,3.5,3.2,NaN,NaN,NaN,2.3,NaN
7/1/13,136391,23.81,114576,33.6,2761,21815,11335,51.7,8.6,10.3,41.4,10219.2,2.3,2.9,1.1,1.3,0.3,0.1,0.7,4.1,3.4,NaN,NaN,NaN,2.6,NaN
8/1/13,136651,23.8,114820,33.7,2754,21831,11279,52.6,7.8,9.1,43.5,10155.7,1,0.5,2.1,1.29,0.3,0.8,-0.3,4.4,3.5,NaN,NaN,NaN,2.7,NaN
9/1/13,136852,24.16,115017,33.6,2753,21835,11270,52.3,8.7,9.9,42.3,10180.4,0.9,0.8,1.3,1.3,0.3,-0.1,-0.1,4.5,3.5,0.1,0.4,1.5,2.8,105.3
10/1/13,137062,24.04,115232,33.6,2739,21830,11136,54.9,7.5,13.9,41.1,10347,1.6,1.3,2,1.3,-0.1,0.1,0.4,4.5,3.3,0.1,0.3,1.4,2.6,100.5
11/1/13,137283,24.11,115440,33.7,2746,21843,10787,53.1,8.1,10.1,43,10355,0.9,0.6,1.5,1.27,-0.3,1.8,0.1,4.2,3.3,0.1,0.3,1.4,2.7,93.9
12/1/13,137376,24.3,115556,33.5,2741,21820,10404,51.8,8.1,9.6,42.2,10296.3,1.1,0.7,1.9,1.29,0.4,-1.1,0.7,4.3,3.5,0.1,0.3,1.6,2.9,97.6
1/1/14,137550,24.35,115740,33.5,2734,21810,10235,52.9,8,10,42.9,10320.2,0.9,0.2,2,1.3,0.4,-0.4,-1,4.5,3.5,0.1,0.4,1.6,2.9,94.6
2/1/14,137732,24.58,115909,33.4,2730,21823,10365,52.1,7.8,9.7,42.4,10476.2,0.1,0.7,-0.9,1.29,0.7,1.6,1.3,4.4,3.4,0.1,0.3,1.5,2.7,100.8
3/1/14,137993,24.5,116162,33.7,2729,21831,10435,52.1,7.7,10.1,42,10530.2,1,0.1,2.4,1.29,0.2,-0.2,1,4.3,3.4,0.1,0.4,1.6,2.7,100.8
4/1/14,138304,24.4,116447,33.7,2729,21857,9724,53.4,8.3,10.8,42.6,10406.5,1.4,2,0.4,1.3,0.3,-0.1,1.2,4.3,3.4,0.1,0.4,1.7,2.7,102.1
5/1/14,138556,24.3,116693,33.7,2727,21863,9740,50.8,9,10.5,40.3,10481.5,0.3,0,0.9,1.31,0.7,-0.1,0.1,4.3,3.3,0.1,0.4,1.6,2.6,102.2
6/1/14,138862,24.42,116967,33.7,2731,21895,9474,50.7,9,10.5,40.2,10464.8,-0.1,0.7,-1.5,1.3,0.2,0.4,0.3,4.2,3.3,0.1,0.5,1.7,2.6,105.8
7/1/14,139058,24.31,117180,33.7,2730,21878,9610,49.6,9,10.1,39.5,10498.8,0.8,1.3,-0.2,1.3,0,0.6,0.1,4.2,3.2,0.1,0.5,1.7,2.5,103.6
8/1/14,139284,24.32,117421,33.8,2736,21863,9602,49.8,8.9,11.4,38.3,10625,-0.1,-0.3,0.2,1.3,0.2,-0.1,0.8,4.1,3.2,0.1,0.5,1.6,2.4,96.5
9/1/14,139568,24.5,117672,33.8,2737,21896,9266,48.9,8.8,10.2,38.8,10592.5,0.5,-0.5,2.4,1.31,0.1,-0.7,-0.4,4.1,3.3,0.1,0.6,1.8,2.5,93.2
10/1/14,139823,24.52,117906,33.7,2736,21917,8972,48.2,8.6,9.8,38.3,10702,2.4,3,1.2,1.32,-0.2,-1.2,0.2,4.2,3.2,0.1,0.4,1.5,2.3,84.4
11/1/14,140130,24.78,118196,33.8,2741,21934,9064,49.2,9,11.5,37.8,10824.7,-0.3,-1.3,1.4,1.34,-0.1,-1.4,0.2,4.0,3.2,0.1,0.5,1.6,2.3,75.8
12/1/14,140381,24.59,118432,33.8,2744,21949,8704,49.4,9,10.8,38.6,10902.1,1,0.1,2.4,1.34,-0.8,-0.8,-0.8,4.0,3.1,0.2,0.6,1.6,2.2,59.3
1/1/15,140592,24.88,118637,33.7,2742,21955,8951,47.8,9.7,10.3,37.5,11082.8,0,-0.8,1.2,1.38,-0.1,-3,-0.7,3.9,3.0,0.2,0.6,1.4,1.9,47.2
2/1/15,140859,25.05,118884,33.7,2747,21975,8634,48.5,10.4,11.7,36.8,11031.1,1.5,1.3,1.9,1.38,0.1,0.2,-0.4,3.7,3.0,0.2,0.6,1.5,2.0,50.6
3/1/15,140937,25.04,118973,33.7,2748,21964,8578,49,10.2,11.8,37.1,11068.6,2,2.5,1.2,1.37,0.1,0.8,1.8,3.7,3.0,0.3,0.6,1.5,2.0,47.8
4/1/15,141219,24.94,119219,33.6,2760,22000,8546,48.5,9.9,11.7,36.8,10983.6,1.9,3.5,-0.6,1.38,0.1,-0.4,-0.1,3.8,2.9,0.2,0.5,1.4,1.9,54.5
5/1/15,141545,24.88,119535,33.6,2752,22010,8662,49.8,9.5,12.8,37,10930.3,2.2,2,2.5,1.38,0.1,-0.2,1,3.7,3.1,0.2,0.6,1.5,2.2,59.3
6/1/15,141736,24.77,119724,33.7,2755,22012,8265,49,9.3,12.4,36.7,10865.6,1.8,1.9,1.7,1.38,0.7,0.5,0.2,3.8,3.2,0.3,0.7,1.7,2.4,59.8
7/1/15,141992,24.83,119958,33.7,2757,22034,8206,49.7,10.4,11.8,37.9,10980.2,-0.6,-1.7,1.3,1.39,-0.2,-0.3,0.7,4.0,3.2,0.3,0.7,1.6,2.3,50.9
8/1/15,142156,25.04,120084,33.7,2759,22072,7996,49.9,9.7,12.1,37.8,10922.6,0.5,1.1,-0.3,1.39,-0.5,-1,-0.1,4.0,3.1,0.4,0.7,1.5,2.2,42.9
9/1/15,142244,25.05,120203,33.7,2760,22041,7891,48.7,9.8,11.4,37.4,10985.2,-0.2,-1.5,2,1.4,-0.4,-0.6,-0.4,3.9,3.1,0.4,0.7,1.5,2.2,45.5
10/1/15,142595,25.14,120536,33.7,2757,22059,7884,49.7,9.7,12.3,37.5,10893.7,-1.3,-2.2,0.1,1.41,-0.1,-0.9,-0.2,3.9,3.0,0.3,0.6,1.4,2.1,46.2
11/1/15,142859,25.38,120775,33.7,2767,22084,7948,48.9,9.8,11.4,37.5,11381.1,-0.6,-0.9,0,1.41,-0.3,-0.5,0.3,3.8,3.2,0.5,0.9,1.7,2.3,42.4
12/1/15,143093,25.21,120993,33.8,2775,22100,7907,47.8,10.2,11.5,36.3,11445.9,0.2,0,0.5,1.44,-0.3,-2.1,0.2,3.9,3.2,0.7,1.0,1.7,2.2,37.2
1/1/16,143196,25.5,121083,33.8,2768,22113,7811,47.6,10,11.8,35.8,11572,2.3,2.5,1.8,1.43,-0.6,0,-0.6,4.0,3.2,0.5,0.9,1.5,2.1,31.7
2/1/16,143453,25.49,121315,33.6,2778,22138,7806,48.1,9.9,12.2,36,11788.5,0.9,0.9,0.9,1.44,-0.5,-0.9,0.5,3.9,3.0,0.5,0.7,1.2,1.8,30.3
3/1/16,143688,25.49,121515,33.6,2782,22173,8024,48.2,10.6,11.7,36.6,11939.3,2.2,1.2,3.8,1.43,0,0.6,0,3.7,3.0,0.7,0.9,1.4,1.9,37.5
4/1/16,143862,25.59,121685,33.6,2781,22177,7942,48.6,11,11,37.6,11834.5,-1,-0.1,-2.4,1.42,0,0.7,0.5,3.7,2.9,0.6,0.8,1.3,1.8,40.8
5/1/16,143896,25.68,121705,33.6,2791,22191,7465,48.5,10.6,11.9,36.6,11844,0.6,0.8,0.3,1.42,0,-0.2,0.5,3.6,2.8,0.6,0.8,1.3,1.8,46.7
6/1/16,144181,25.41,121994,33.6,2796,22187,7812,48.4,10.7,14.1,34.2,12065.9,1.4,2.1,0.4,1.41,0.1,0.9,1,3.6,2.8,0.6,0.7,1.2,1.6,48.8
7/1/16,144506,25.52,122225,33.6,2801,22281,7723,48.5,11,12.8,35.7,12145.6,-0.2,-0.6,0.3,1.41,0,-0.2,0,3.6,2.7,0.5,0.7,1.1,1.5,44.7
8/1/16,144681,25.51,122397,33.5,2804,22284,7827,48.4,11.3,12.8,35.6,12162.7,0.2,-0.1,0.6,1.41,0.1,-0.2,0,3.4,2.7,0.6,0.7,1.1,1.6,44.7
9/1/16,144945,25.73,122636,33.6,2808,22309,7919,49.5,11.4,13.7,35.8,12236.1,0.9,0.9,0.8,1.4,-0.2,0.9,0.4,3.4,2.8,0.6,0.8,1.2,1.6,45.2
10/1/16,145085,26.02,122785,33.6,2807,22300,7761,48,12,13.1,34.9,12241.9,0.4,-1.1,2.7,1.4,0,0,0.5,3.5,2.8,0.7,0.8,1.3,1.8,49.8
11/1/16,145257,25.85,122959,33.6,2803,22298,7419,47.4,12.4,11.4,36,12141.9,2.1,2.1,2.2,1.41,0.4,-0.2,-0.2,3.5,3.0,0.7,1.0,1.6,2.1,45.7
12/1/16,145437,25.87,123131,33.6,2810,22306,7502,48.3,11.9,13.6,34.7,12123.9,-0.1,-0.5,0.6,1.37,0.2,2.6,1.3,3.8,3.4,0.9,1.2,2.0,2.5,52.0
1/1/17,145696,26.31,123383,33.6,2814,22313,7642,49.2,11.5,14,35.2,12073.2,-0.3,-1.6,1.6,1.38,0.3,0.2,0.9,4.2,3.4,0.8,1.2,1.9,2.4,52.5
2/1/17,145896,26.17,123587,33.6,2810,22309,7486,49.5,10.9,12.9,36.6,12124.6,0.9,0.2,1.8,1.38,0.2,0,-0.5,4.2,3.4,0.8,1.2,1.9,2.4,53.5
3/1/17,145969,26.14,123655,33.6,2808,22314,7171,49.2,11.1,13.2,36,12077.9,1.2,0.5,2.2,1.38,0,0.1,0.2,4.2,3.4,1.0,1.3,2.0,2.5,49.3
4/1/17,146144,26.42,123829,33.7,2801,22315,7021,50,11.1,13.4,36.6,12039.6,-1.2,-1.7,-0.4,1.38,0.2,-0.1,0.7,4.2,3.3,1.0,1.2,1.8,2.3,51.1
5/1/17,146299,26.14,123994,33.6,2807,22305,6837,48.4,11.6,11.8,36.5,12058.1,0.9,1.8,-0.3,1.37,0,0.6,-0.3,4.0,3.3,1.1,1.3,1.8,2.3,48.5
6/1/17,146538,26.03,124214,33.7,2805,22324,6964,49.3,11.7,13,36.3,12099.6,-1,-2,0.4,1.38,0.2,0,0.6,4.0,3.2,1.2,1.3,1.8,2.2,45.2
