DATE,PAYEMS,CEU0500000003,USPRIV,AWHNONAG,CES9091000001,USGOVT,UNEMPLOY,LNS13023622,LNS13023706,LNS13023654,LNS13026511,MVPHGFD027MNFRBDAL,MPCTXXXXS,MPCTNRXXS,MPCT00XXS,MNFCTRIRSA,MNFCTRMPCIMSA,MNFCTRMPCSMSA,MARTSMPCSM44000USS,MORTGAGE30US,MORTGAGE15US,DGS1,DGS2,DGS5,DGS10,Crude_Oil_Price
7/1/17,146728,26.35,124402,33.7,2807,22326,6956,48.7,11,14.9,33.7,12093.9,0.1,-0.1,0.5,1.38,0.5,0.4,0.1,3.9,3.2,1.2,1.4,1.9,2.3,46.6
8/1/17,146949,26.17,124610,33.6,2803,22339,7127,49.4,11.2,14.6,34.9,12192.1,-0.4,-1.1,0.5,1.37,0.5,0.7,0.1,4.0,3.2,1.2,1.3,1.8,2.2,48.0
9/1/17,146963,26.46,124626,33.6,2803,22337,6759,48.9,10.9,13.1,35.8,12405.6,0.2,0.1,0.4,1.37,1,1,2,3.9,3.1,1.3,1.4,1.8,2.2,49.8
10/1/17,147234,26.62,124903,33.7,2807,22331,6524,48.9,11.1,13.1,35.8,12454.6,0.6,1,0,1.37,0.3,0.7,0.6,3.8,3.2,1.4,1.5,2.0,2.4,51.6
11/1/17,147450,26.46,125120,33.7,2803,22330,6616,47.6,11.2,14.4,33.3,12603.5,0.8,0.1,1.7,1.35,0.4,1.6,0.8,3.9,3.3,1.6,1.7,2.1,2.4,56.6
12/1/17,147625,26.57,125294,33.8,2795,22331,6576,49.7,10.9,14,35.7,12529.6,1.2,1.4,1,1.36,0.8,0.4,0,3.9,3.4,1.7,1.8,2.2,2.4,57.9
1/1/18,147801,26.86,125482,33.6,2797,22319,6684,49.6,10.9,13.8,35.8,12387.6,0.3,0.8,-0.4,1.35,0.3,0.7,-0.2,4.0,3.5,1.8,2.0,2.4,2.6,63.7
2/1/18,148125,26.84,125803,33.8,2792,22322,6706,48.9,11.6,13.1,35.8,12659.6,2.3,1.5,3.4,1.36,0.3,0.2,0.1,4.3,3.8,2.0,2.2,2.6,2.9,62.2
3/1/18,148280,26.83,125956,33.7,2791,22324,6585,47.7,13.1,13.1,34.6,13028.6,-0.9,0.2,-2.4,1.35,0.2,0.7,0.7,4.4,3.9,2.1,2.3,2.6,2.8,62.7
4/1/18,148455,27.12,126130,33.8,2792,22325,6346,46.2,12.7,13.5,32.7,12858.6,1.7,0.6,3,1.35,0.4,0.1,0.4,4.5,3.9,2.2,2.4,2.7,2.9,66.3
5/1/18,148723,26.86,126390,33.8,2793,22333,6065,46.3,13.8,13,33.3,13022.3,0.7,1.5,-0.2,1.35,0.2,0.6,1,4.6,4.1,2.3,2.5,2.8,3.0,70.0
6/1/18,148931,26.75,126582,33.8,2795,22349,6564,46.9,12.4,13.9,33,13077.2,-0.8,-0.6,-1,1.34,0.2,1,0.1,4.6,4.0,2.3,2.5,2.8,2.9,67.9
7/1/18,149078,27.05,126735,33.8,2796,22343,6280,48.3,13.5,14.2,34,13141.5,0.1,-0.3,0.6,1.35,0.8,0,0.5,4.5,4.0,2.4,2.6,2.8,2.9,71.0
8/1/18,149279,26.94,126939,33.8,2796,22340,6234,46.6,14,14.1,32.5,13431.3,NaN,NaN,NaN,NaN,NaN,NaN,0.1,4.5,4.0,2.4,2.6,2.8,2.9,68.1
