Date,AWHNONAG,CES9091000001,CEU0500000003,LNS13023622,LNS13023654,LNS13023706,LNS13026511,MARTSMPCSM44000USS,MNFCTRIRSA,MNFCTRMPCIMSA,MNFCTRMPCSMSA,MPCT00XXS,MPCTNRXXS,MPCTXXXXS,MVPHGFD027MNFRBDAL,PAYEMS,UNEMPLOY,USGOVT,USPRIV,MORTGAGE15US,MORTGAGE30US
2/1/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.08
2/2/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.08
2/3/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.08
2/4/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.08
2/5/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.08
2/6/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.06
2/7/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.06
2/8/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.06
2/9/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.06
2/10/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.06
2/11/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.06
2/12/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.06
2/13/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.09
2/14/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.09
2/15/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.09
2/16/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.09
2/17/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.09
2/18/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.09
2/19/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.09
2/20/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.11
2/21/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.11
2/22/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.11
2/23/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.11
2/24/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.11
2/25/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.11
2/26/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.11
2/27/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.07
2/28/87,34.9,3064,NaN,48.5,12.6,13.1,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.3,100915,7865,17036,83879,NaN,9.07
3/1/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.07
3/2/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.07
3/3/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.07
3/4/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.07
3/5/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.07
3/6/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/7/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/8/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/9/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/10/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/11/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/12/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/13/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.05
3/14/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.05
3/15/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.05
3/16/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.05
3/17/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.05
3/18/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.05
3/19/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.05
3/20/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/21/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/22/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/23/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/24/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/25/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/26/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/27/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/28/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/29/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/30/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
3/31/87,34.7,3072,NaN,48.2,12.5,12.6,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756,101164,7862,17064,84100,NaN,9.03
4/1/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.03
4/2/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.03
4/3/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.26
4/4/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.26
4/5/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.26
4/6/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.26
4/7/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.26
4/8/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.26
4/9/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.26
4/10/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.43
4/11/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.43
4/12/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.43
4/13/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.43
4/14/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.43
4/15/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.43
4/16/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,9.43
4/17/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,10.27
4/18/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,10.27
4/19/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,10.27
4/20/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,10.27
4/21/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,10.27
4/22/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,10.27
4/23/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,10.27
4/24/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,10.37
4/25/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,10.37
4/26/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,10.37
4/27/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,10.37
4/28/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,10.37
4/29/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,10.37
4/30/87,34.7,3073,NaN,49,12.8,12.6,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.8,101502,7542,17109,84393,NaN,10.37
5/1/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.47
5/2/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.47
5/3/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.47
5/4/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.47
5/5/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.47
5/6/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.47
5/7/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.47
5/8/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.52
5/9/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.52
5/10/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.52
5/11/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.52
5/12/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.52
5/13/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.52
5/14/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.52
5/15/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.48
5/16/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.48
5/17/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.48
5/18/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.48
5/19/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.48
5/20/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.48
5/21/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.48
5/22/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.81
5/23/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.81
5/24/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.81
5/25/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.81
5/26/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.81
5/27/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.81
5/28/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.81
5/29/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.7
5/30/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.7
5/31/87,34.8,3078,NaN,47.6,12.4,12.5,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.6,101728,7574,17112,84616,NaN,10.7
6/1/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.7
6/2/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.7
6/3/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.7
6/4/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.7
6/5/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.7
6/6/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.7
6/7/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.7
6/8/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.7
6/9/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.7
6/10/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.7
6/11/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.7
6/12/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.66
6/13/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.66
6/14/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.66
6/15/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.66
6/16/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.66
6/17/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.66
6/18/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.66
6/19/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.44
6/20/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.44
6/21/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.44
6/22/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.44
6/23/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.44
6/24/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.44
6/25/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.44
6/26/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.35
6/27/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.35
6/28/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.35
6/29/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.35
6/30/87,34.7,3085,NaN,48.6,12.4,13,36.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1722.9,101900,7398,17124,84776,NaN,10.35
7/1/87,34.7,3089,NaN,48.4,12.7,13.9,35.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.9,102247,7268,17160,85087,NaN,10.35
7/2/87,34.7,3089,NaN,48.4,12.7,13.9,35.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.9,102247,7268,17160,85087,NaN,10.35
7/3/87,34.7,3089,NaN,48.4,12.7,13.9,35.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.9,102247,7268,17160,85087,NaN,10.36
7/4/87,34.7,3089,NaN,48.4,12.7,13.9,35.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.9,102247,7268,17160,85087,NaN,10.36
7/5/87,34.7,3089,NaN,48.4,12.7,13.9,35.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.9,102247,7268,17160,85087,NaN,10.36
7/6/87,34.7,3089,NaN,48.4,12.7,13.9,35.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.9,102247,7268,17160,85087,NaN,10.36
7/7/87,34.7,3089,NaN,48.4,12.7,13.9,35.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.9,102247,7268,17160,85087,NaN,10.36
7/8/87,34.7,3089,NaN,48.4,12.7,13.9,35.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.9,102247,7268,17160,85087,NaN,10.36
7/9/87,34.7,3089,NaN,48.4,12.7,13.9,35.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.9,102247,7268,17160,85087,NaN,10.36
7/10/87,34.7,3089,NaN,48.4,12.7,13.9,35.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.9,102247,7268,17160,85087,NaN,10.3
7/11/87,34.7,3089,NaN,48.4,12.7,13.9,35.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.9,102247,7268,17160,85087,NaN,10.3
7/12/87,34.7,3089,NaN,48.4,12.7,13.9,35.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.9,102247,7268,17160,85087,NaN,10.3
