DATE,PAYEMS,AWHNONAG,CES9091000001,USGOVT,UNEMPLOY,LNS13023622,LNS13023706,LNS13023654,MVPHGFD027MNFRBDAL,MNFCTRIRSA,MNFCTRMPCIMSA,MNFCTRMPCSMSA,MARTSMPCSM44000USS,MORTGAGE30US,MORTGAGE15US,DGS10,INDPRO,CMRMTSPL,W875RX1
2011-01-01,130878,33.4,2874,22258,14013,60.1,6.5,8.7,8661.0,1.27,1.0,1.9,0.7,4.7,4.1,3.4,95.9363,1237849.0,11100.0
2011-02-01,131060,33.5,2876,22215,13820,60.2,6.4,9.4,8625.5,1.28,1.1,0.1,0.8,4.8,4.2,3.6,95.5147,1220120.0,11145.8
2011-03-01,131314,33.5,2877,22192,13737,60.3,6.4,9.0,8567.2,1.26,1.3,3.2,1.0,5.0,4.1,3.4,96.4651,1234097.0,11114.7
2011-04-01,131637,33.6,2870,22184,13957,59.4,6.8,9.2,8561.3,1.27,1.7,0.2,0.7,4.8,4.1,3.5,96.1325,1229594.0,11098.9
2011-05-01,131718,33.6,2871,22129,13855,60.0,6.6,9.0,8575.4,1.3,1.3,-0.5,-0.3,4.8,3.8,3.2,96.3347,1219944.0,11098.3
2011-06-01,131952,33.6,2860,22164,13962,58.8,7.0,8.5,8461.0,1.29,0.4,0.7,0.7,4.6,3.7,3.0,96.5889,1232271.0,11171.9
2011-07-01,132024,33.7,2862,22049,13763,59.2,6.8,8.6,8561.8,1.29,0.6,1.1,-0.1,4.5,3.7,3.0,97.1011,1237862.0,11228.1
2011-08-01,132136,33.6,2850,22017,13818,58.2,7.1,8.6,8949.5,1.29,0.3,-0.1,0.3,4.5,3.5,2.3,97.6642,1247048.0,11218.9
2011-09-01,132369,33.6,2846,21983,13948,58.0,7.0,8.7,9136.3,1.29,-0.1,-0.2,1.0,4.3,3.3,2.0,97.6132,1238946.0,11200.4
2011-10-01,132578,33.7,2850,21998,13594,57.9,8.0,9.1,9217.4,1.29,0.9,0.8,0.6,4.1,3.3,2.2,98.2931,1254588.0,11214.5
2011-11-01,132723,33.6,2842,21971,13302,57.5,7.6,8.9,9354.8,1.3,0.5,0.3,0.5,4.1,3.3,2.0,98.2325,1250048.0,11209.0
2011-12-01,132924,33.7,2836,21954,13093,57.5,7.2,9.4,9463.7,1.29,0.1,0.6,0.2,4.0,3.2,2.0,98.7699,1261003.0,11322.6
2012-01-01,133272,33.8,2833,21946,12797,57.1,7.4,10.0,9617.2,1.29,0.5,0.7,0.7,4.0,3.2,2.0,99.3672,1268460.0,11426.0
2012-02-01,133505,33.7,2828,21947,12813,55.4,8.0,9.0,9696.8,1.29,0.4,0.3,1.3,3.9,3.2,2.0,99.6443,1273029.0,11514.2
2012-03-01,133769,33.7,2828,21943,12713,55.0,8.6,9.0,9735.8,1.29,0.2,0.6,0.5,3.9,3.2,2.2,99.1594,1271849.0,11555.5
2012-04-01,133841,33.7,2826,21931,12646,54.2,8.0,8.8,9877.8,1.29,0.0,-0.5,-0.6,4.0,3.1,2.1,99.9173,1275997.0,11601.9
2012-05-01,133958,33.6,2823,21911,12660,55.3,7.1,9.1,10082.6,1.29,0.0,-0.1,-0.1,3.9,3.0,1.8,100.0956,1279867.0,11608.3
2012-06-01,134026,33.7,2824,21930,12692,56.2,7.3,9.8,10064.8,1.31,0.0,-1.4,-1.0,3.8,3.0,1.6,100.0478,1276299.0,11620.1
2012-07-01,134182,33.7,2815,21913,12656,56.2,6.9,10.7,10220.1,1.31,0.4,0.2,0.4,3.7,2.8,1.5,100.3144,1278728.0,11540.6
2012-08-01,134355,33.7,2820,21916,12471,55.2,7.6,9.4,10346.9,1.31,0.5,0.7,1.3,3.6,2.9,1.7,99.9036,1277591.0,11511.5
2012-09-01,134549,33.7,2822,21925,12115,54.3,7.9,9.8,10303.6,1.31,0.6,1.1,0.8,3.6,2.8,1.7,99.8944,1279516.0,11578.9
2012-10-01,134702,33.6,2824,21903,12124,53.8,8.5,8.9,10413.5,1.31,0.0,0.0,0.2,3.5,2.7,1.7,100.1192,1274571.0,11690.0
2012-11-01,134832,33.7,2809,21883,12005,53.7,7.6,9.0,10573.3,1.3,0.0,0.6,0.3,3.4,2.7,1.7,100.61,1298060.0,11881.3
2012-12-01,135075,33.7,2806,21887,12298,52.6,8.0,9.1,10542.9,1.3,0.2,0.2,0.3,3.4,2.7,1.7,100.9267,1302868.0,12231.3
2013-01-01,135282,33.6,2806,21869,12471,53.8,8.1,9.7,10391.7,1.3,0.4,0.2,0.8,3.3,2.7,1.9,100.8779,1307206.0,11515.8
2013-02-01,135547,33.8,2806,21881,11950,54.0,7.9,9.1,10641.7,1.28,0.1,1.9,1.3,3.4,2.8,2.0,101.4265,1312035.0,11460.8
2013-03-01,135703,33.8,2794,21870,11689,53.4,8.4,9.5,10685.8,1.3,0.0,-1.7,-0.8,3.5,2.8,2.0,101.8186,1304969.0,11478.8
2013-04-01,135882,33.7,2794,21869,11760,54.1,7.6,10.3,10708.9,1.31,-0.2,-0.9,-0.4,3.6,2.7,1.8,101.695,1303671.0,11552.2
2013-05-01,136122,33.7,2775,21864,11654,52.4,8.1,8.6,10446.9,1.3,-0.3,1.1,0.5,3.4,2.7,1.9,101.7517,1317695.0,11614.5
2013-06-01,136280,33.7,2771,21840,11751,52.0,8.7,9.8,10276.6,1.3,-0.2,-0.3,0.4,3.5,3.2,2.3,101.9486,1314033.0,11622.3
2013-07-01,136391,33.6,2761,21815,11335,51.7,8.6,10.3,10219.2,1.3,0.3,0.1,0.7,4.1,3.4,2.6,101.446,1314276.0,11596.0
2013-08-01,136651,33.7,2754,21831,11279,52.6,7.8,9.1,10155.7,1.29,0.3,0.8,-0.3,4.4,3.5,2.7,102.1758,1319628.0,11617.6
2013-09-01,136852,33.6,2753,21835,11270,52.3,8.7,9.9,10180.4,1.3,0.3,-0.1,-0.1,4.5,3.5,2.8,102.6774,1323701.0,11668.1
2013-10-01,137062,33.6,2739,21830,11136,54.9,7.5,13.9,10347.0,1.3,-0.1,0.1,0.4,4.5,3.3,2.6,102.5438,1331422.0,11642.1
2013-11-01,137283,33.7,2746,21843,10787,53.1,8.1,10.1,10355.0,1.27,-0.3,1.8,0.1,4.2,3.3,2.7,102.8625,1347662.0,11695.6
2013-12-01,137376,33.5,2741,21820,10404,51.8,8.1,9.6,10296.3,1.29,0.4,-1.1,0.7,4.3,3.5,2.9,103.1747,1342339.0,11742.7
2014-01-01,137550,33.5,2734,21810,10235,52.9,8.0,10.0,10320.2,1.3,0.4,-0.4,-1.0,4.5,3.5,2.9,102.7053,1328324.0,11824.3
2014-02-01,137732,33.4,2730,21823,10365,52.1,7.8,9.7,10476.2,1.29,0.7,1.6,1.3,4.4,3.4,2.7,103.6016,1339628.0,11911.8
2014-03-01,137993,33.7,2729,21831,10435,52.1,7.7,10.1,10530.2,1.29,0.2,-0.2,1.0,4.3,3.4,2.7,104.5893,1351051.0,11980.0
2014-04-01,138304,33.7,2729,21857,9724,53.4,8.3,10.8,10406.5,1.3,0.3,-0.1,1.2,4.3,3.4,2.7,104.7423,1352077.0,11994.7
2014-05-01,138556,33.7,2727,21863,9740,50.8,9.0,10.5,10481.5,1.31,0.7,-0.1,0.1,4.3,3.3,2.6,105.0571,1355672.0,12011.6
2014-06-01,138862,33.7,2731,21895,9474,50.7,9.0,10.5,10464.8,1.3,0.2,0.4,0.3,4.2,3.3,2.6,105.4084,1355651.0,12058.8
2014-07-01,139058,33.7,2730,21878,9610,49.6,9.0,10.1,10498.8,1.3,0.0,0.6,0.1,4.2,3.2,2.5,105.5609,1363347.0,12105.7
2014-08-01,139284,33.8,2736,21863,9602,49.8,8.9,11.4,10625.0,1.3,0.2,-0.1,0.8,4.1,3.2,2.4,105.4797,1366509.0,12169.5
2014-09-01,139568,33.8,2737,21896,9266,48.9,8.8,10.2,10592.5,1.31,0.1,-0.7,-0.4,4.1,3.3,2.5,105.7908,1366013.0,12208.4
2014-10-01,139823,33.7,2736,21917,8972,48.2,8.6,9.8,10702.0,1.32,-0.2,-1.2,0.2,4.2,3.2,2.3,105.8154,1367414.0,12264.1
2014-11-01,140130,33.8,2741,21934,9064,49.2,9.0,11.5,10824.7,1.34,-0.1,-1.4,0.2,4.0,3.2,2.3,106.663,1369871.0,12324.2
2014-12-01,140381,33.8,2744,21949,8704,49.4,9.0,10.8,10902.1,1.34,-0.8,-0.8,-0.8,4.0,3.1,2.2,106.5032,1378840.0,12398.3
2015-01-01,140592,33.7,2742,21955,8951,47.8,9.7,10.3,11082.8,1.38,-0.1,-3.0,-0.7,3.9,3.0,1.9,105.8772,1382319.0,12484.2
2015-02-01,140859,33.7,2747,21975,8634,48.5,10.4,11.7,11031.1,1.38,0.1,0.2,-0.4,3.7,3.0,2.0,105.4193,1374758.0,12529.3
2015-03-01,140937,33.7,2748,21964,8578,49.0,10.2,11.8,11068.6,1.37,0.1,0.8,1.8,3.7,3.0,2.0,105.0856,1383782.0,12493.8
2015-04-01,141219,33.6,2760,22000,8546,48.5,9.9,11.7,10983.6,1.38,0.1,-0.4,-0.1,3.8,2.9,1.9,104.5604,1391720.0,12564.6
2015-05-01,141545,33.6,2752,22010,8662,49.8,9.5,12.8,10930.3,1.38,0.1,-0.2,1.0,3.7,3.1,2.2,104.0675,1382025.0,12614.5
2015-06-01,141736,33.7,2755,22012,8265,49.0,9.3,12.4,10865.6,1.38,0.7,0.5,0.2,3.8,3.2,2.4,103.6891,1383102.0,12649.4
2015-07-01,141992,33.7,2757,22034,8206,49.7,10.4,11.8,10980.2,1.39,-0.2,-0.3,0.7,4.0,3.2,2.3,104.2443,1386699.0,12679.4
2015-08-01,142156,33.7,2759,22072,7996,49.9,9.7,12.1,10922.6,1.39,-0.5,-1.0,-0.1,4.0,3.1,2.2,104.1318,1387815.0,12718.5
2015-09-01,142244,33.7,2760,22041,7891,48.7,9.8,11.4,10985.2,1.4,-0.4,-0.6,-0.4,3.9,3.1,2.2,103.7281,1402260.0,12739.3
2015-10-01,142595,33.7,2757,22059,7884,49.7,9.7,12.3,10893.7,1.41,-0.1,-0.9,-0.2,3.9,3.0,2.1,103.3569,1397808.0,12753.4
2015-11-01,142859,33.7,2767,22084,7948,48.9,9.8,11.4,11381.1,1.41,-0.3,-0.5,0.3,3.8,3.2,2.3,102.7323,1393663.0,12721.6
2015-12-01,143093,33.8,2775,22100,7907,47.8,10.2,11.5,11445.9,1.44,-0.3,-2.1,0.2,3.9,3.2,2.2,102.2696,1392165.0,12748.3
2016-01-01,143196,33.8,2768,22113,7811,47.6,10.0,11.8,11572.0,1.43,-0.6,0.0,-0.6,4.0,3.2,2.1,103.0314,1394333.0,12760.1
2016-02-01,143453,33.6,2778,22138,7806,48.1,9.9,12.2,11788.5,1.44,-0.5,-0.9,0.5,3.9,3.0,1.8,102.3429,1399634.0,12755.8
2016-03-01,143688,33.6,2782,22173,8024,48.2,10.6,11.7,11939.3,1.43,0.0,0.6,0.0,3.7,3.0,1.9,101.5415,1405950.0,12772.7
2016-04-01,143862,33.6,2781,22177,7942,48.6,11.0,11.0,11834.5,1.42,0.0,0.7,0.5,3.7,2.9,1.8,101.7479,1404603.0,12752.9
2016-05-01,143896,33.6,2791,22191,7465,48.5,10.6,11.9,11844.0,1.42,0.0,-0.2,0.5,3.6,2.8,1.8,101.6011,1398738.0,12742.3
2016-06-01,144181,33.6,2796,22187,7812,48.4,10.7,14.1,12065.9,1.41,0.1,0.9,1.0,3.6,2.8,1.6,101.9476,1405196.0,12748.7
2016-07-01,144506,33.6,2801,22281,7723,48.5,11.0,12.8,12145.6,1.41,0.0,-0.2,0.0,3.6,2.7,1.5,102.1435,1407607.0,12789.5
2016-08-01,144681,33.5,2804,22284,7827,48.4,11.3,12.8,12162.7,1.41,0.1,-0.2,0.0,3.4,2.7,1.6,102.0654,1415131.0,12794.6
2016-09-01,144945,33.6,2808,22309,7919,49.5,11.4,13.7,12236.1,1.4,-0.2,0.9,0.4,3.4,2.8,1.6,101.9304,1419545.0,12840.6
2016-10-01,145085,33.6,2807,22300,7761,48.0,12.0,13.1,12241.9,1.4,0.0,0.0,0.5,3.5,2.8,1.8,102.0557,1420330.0,12857.5
2016-11-01,145257,33.6,2803,22298,7419,47.4,12.4,11.4,12141.9,1.41,0.4,-0.2,-0.2,3.5,3.0,2.1,101.8293,1420555.0,12906.6
2016-12-01,145437,33.6,2810,22306,7502,48.3,11.9,13.6,12123.9,1.37,0.2,2.6,1.3,3.8,3.4,2.5,102.7877,1438086.0,12940.1
2017-01-01,145696,33.6,2814,22313,7642,49.2,11.5,14.0,12073.2,1.38,0.3,0.2,0.9,4.2,3.4,2.4,102.5393,1433767.0,12981.6
2017-02-01,145896,33.6,2810,22309,7486,49.5,10.9,12.9,12124.6,1.38,0.2,0.0,-0.5,4.2,3.4,2.4,102.1574,1430340.0,13052.4
2017-03-01,145969,33.6,2808,22314,7171,49.2,11.1,13.2,12077.9,1.38,0.0,0.1,0.2,4.2,3.4,2.5,102.7236,1433753.0,13114.2
2017-04-01,146144,33.7,2801,22315,7021,50.0,11.1,13.4,12039.6,1.38,0.2,-0.1,0.7,4.2,3.3,2.3,103.7148,1430588.0,13093.4
2017-05-01,146299,33.6,2807,22305,6837,48.4,11.6,11.8,12058.1,1.37,0.0,0.6,-0.3,4.0,3.3,2.3,103.7121,1440857.0,13148.3
2017-06-01,146538,33.7,2805,22324,6964,49.3,11.7,13.0,12099.6,1.38,0.2,0.0,0.6,4.0,3.2,2.2,103.771,1444244.0,13139.8
2017-07-01,146728,33.7,2807,22326,6956,48.7,11.0,14.9,12093.9,1.38,0.5,0.4,0.1,3.9,3.2,2.3,103.6206,1452074.0,13183.9
2017-08-01,146949,33.6,2803,22339,7127,49.4,11.2,14.6,12192.1,1.37,0.5,0.7,0.1,4.0,3.2,2.2,103.1956,1456569.0,13208.7
2017-09-01,146963,33.6,2803,22337,6759,48.9,10.9,13.1,12405.6,1.37,1.0,1.0,2.0,3.9,3.1,2.2,103.176,1466160.0,13229.5
2017-10-01,147234,33.7,2807,22331,6524,48.9,11.1,13.1,12454.6,1.37,0.3,0.7,0.6,3.8,3.2,2.4,104.7647,1472607.0,13260.6
2017-11-01,147450,33.7,2803,22330,6616,47.6,11.2,14.4,12603.5,1.35,0.4,1.6,0.8,3.9,3.3,2.4,105.2943,1480434.0,13306.1
2017-12-01,147625,33.8,2795,22331,6576,49.7,10.9,14.0,12529.6,1.36,0.8,0.4,0.0,3.9,3.4,2.4,105.7698,1483917.0,13338.5
2018-01-01,147801,33.6,2797,22319,6684,49.6,10.9,13.8,12387.6,1.35,0.3,0.7,-0.2,4.0,3.5,2.6,105.4371,1469000.0,13343.7
2018-02-01,148125,33.8,2792,22322,6706,48.9,11.6,13.1,12659.6,1.36,0.3,0.2,0.1,4.3,3.8,2.9,105.9166,1471413.0,13375.2
2018-03-01,148280,33.7,2791,22324,6585,47.7,13.1,13.1,13028.6,1.35,0.2,0.7,0.7,4.4,3.9,2.8,106.4488,1478892.0,13418.4
2018-04-01,148455,33.8,2792,22325,6346,46.2,12.7,13.5,12858.6,1.35,0.4,0.1,0.4,4.5,3.9,2.9,107.6464,1480268.0,13420.7
2018-05-01,148723,33.8,2793,22333,6065,46.3,13.8,13.0,13022.3,1.35,0.2,0.6,1.0,4.6,4.1,3.0,106.7486,1485222.0,13445.8
2018-06-01,148931,33.8,2795,22349,6564,46.9,12.4,13.9,13077.2,1.34,0.2,1.0,0.1,4.6,4.0,2.9,107.3999,1487431.0,13487.6
2018-07-01,149078,33.8,2796,22343,6280,48.3,13.5,14.2,13141.5,1.35,0.8,0.0,0.5,4.5,4.0,2.9,107.7875,1490039.0,13504.9
